"DISTRICT","MANDAL","23-07-19","24-07-19","25-07-19","26-07-19","27-07-19","28-07-19","29-07-19","30-07-19","31-07-19","01-08-19"
"ANANTAPUR","AGALI",11.51,1.22,4.71,7.9,0.84,0.120000000000001,2.09,0.539999999999999,0.190000000000001,0.16
"ANANTAPUR","AMADAGUR",2.69,0.95,0.52,5.41,1.24,0.0299999999999994,1.3,0.19,0.0199999999999996,0.0999999999999996
"ANANTAPUR","AMARAPURAM",12.08,1.83,4.36,6.93,2.26,0.140000000000001,3.23,2.17,0.190000000000001,0.390000000000001
"ANANTAPUR","ANANTAPURMANDAL",6.77,0.510000000000001,1.46,5.08,1.57,0.0199999999999996,1.6,0.530000000000001,0.0999999999999996,0.49
"ANANTAPUR","ATMAKUR",8.32,0.510000000000001,1.36,4.12,1.19,0.0199999999999996,1.36,0.52,0.120000000000001,0.25
"ANANTAPUR","BATHALAPALLE",1.86,0.44,1.56,4.9,1.48,0.15,1.39,0.43,0.0800000000000001,0.300000000000001
"ANANTAPUR","BELUGUPPA",5.26,0.25,1.77,5.45,2.45,0.0400000000000009,1.8,1.05,0.309999999999999,0.0900000000000016
"ANANTAPUR","BOMMANAHAL",8.58,0.98,6.4,6.07,2.44,1.06,0.719999999999999,1.73,0.419999999999998,0.210000000000001
"ANANTAPUR","BRAHMASAMUDRAM",2.49,0.26,3.91,5.71,3.44,0.109999999999999,1.15,2.66,0.24,0.460000000000001
"ANANTAPUR","BUKKAPATNAM",2.69,1.2,1.82,6.04,1.53,0.00999999999999979,1.79,0.510000000000002,0.109999999999999,0.459999999999999
"ANANTAPUR","BUKKARAYASAMUDRAM",4.5,0.17,1.88,6.85,1.69,0.0199999999999996,1.64,0.470000000000001,0.0600000000000005,0.460000000000001
"ANANTAPUR","CHENNEKOTHAPALLE",2.01,0.68,2.5,6.06,1.46,0.0400000000000009,2.29,0.92,0.17,0.58
"ANANTAPUR","CHILAMATHUR",2.86,0.94,4.7,10.44,1.74,0.289999999999999,1.29,1.31,0.280000000000001,0.449999999999999
"ANANTAPUR","DHARMAVARAM",2.58,0.94,2.5,6.06,1.48,0.15,1.28,0.620000000000001,0.17,0.58
"ANANTAPUR","DHIRCHAL",8.02,0.98,6.4,6.68,3.33,0.960000000000001,0.719999999999999,1.73,0.419999999999998,0.19
"ANANTAPUR","GANDLAPENTA",4.51,0.85,0.44,5.83,1.07,0.00999999999999979,1.61,0.17,0.00999999999999979,0.0299999999999994
"ANANTAPUR","GARLADINNE",4.88,0.21,1.58,5.31,1.51,0.140000000000001,1.42,0.470000000000001,0.0400000000000009,0.340000000000002
"ANANTAPUR","GOOTY",6.48,0.62,5.48,5.83,6.22,1.54,0.719999999999999,1.4,0.0500000000000007,0.300000000000001
"ANANTAPUR","GORANTLA",3.78,0.94,1.53,9.93,1.74,0.0800000000000001,2.03,1.1,0.0899999999999999,0.760000000000002
"ANANTAPUR","GUDIBANDA",12.08,1.83,4.36,7.67,1.79,0.199999999999999,2.21,1.75,0.190000000000001,0.18
"ANANTAPUR","GUMMAGATTA",2.93,0.26,3.02,6.37,3.19,0.17,0.92,1.64,0.26,0.34
"ANANTAPUR","GUNTAKAL",8.16,0.680000000000001,5.95,4.65,4.62,0.949999999999999,0.69,1.23,0.0400000000000027,0.300000000000001
"ANANTAPUR","HINDUPUR",4.13,1.24,4.49,10.45,1.8,0.639999999999997,1.34,1.21,0.289999999999999,0.609999999999999
"ANANTAPUR","KADIRI",4.51,0.74,0.59,5.83,1.13,0,1.38,0.109999999999999,0.0199999999999996,0.0899999999999999
"ANANTAPUR","KALYANDURG",3.27,0.22,2.58,5.06,2.48,0.0899999999999999,1.8,1.34,0.41,0.0899999999999999
"ANANTAPUR","KAMBADUR",1.56,0.14,2,3.73,1.52,0.109999999999999,1.74,1.17,0.200000000000001,0
"ANANTAPUR","KANAGANAPALLE",1.69,0.1,1.1,3.68,1.37,0.0800000000000001,1.62,0.78,0.31,0.119999999999999
"ANANTAPUR","KANEKAL",3.85,0.45,3.45,6.1,3.46,0.659999999999998,1.62,1.47,0.18,0.18
"ANANTAPUR","KOTHACHERUVU",3.78,0.97,2.5,6.06,1.53,0.0399999999999991,2.12,0.66,0.15,0.760000000000002
"ANANTAPUR","KUDAIR",8.32,0.510000000000001,1.36,4.46,1.54,0.0299999999999994,1.38,0.43,0.15,0.220000000000001
"ANANTAPUR","KUNDURPI",5.49,0.47,3.12,5.66,2.54,0.17,2.66,2.54,0.220000000000002,0.43
"ANANTAPUR","LEPAKSHI",3.27,1.68,6.55,12.2,1.71,0.59,1.18,1.31,0.350000000000001,0.550000000000001
"ANANTAPUR","MADAKASIRA",7.68,1.4,3.62,8.27,1.01,0.220000000000001,1.21,1.11,0.209999999999997,0.399999999999999
"ANANTAPUR","MUDIGUBBA",4.04,0.99,2.9,5.17,0.959999999999999,0,1.39,0.280000000000001,0.0299999999999994,0.43
"ANANTAPUR","NALLACHERUVU",3.42,0.85,0.44,5.45,1.07,0,1.57,0.19,0,0.0300000000000011
"ANANTAPUR","NALLAMADA",3.76,0.84,0.5,5.17,1.13,0,1.52,0.229999999999999,0.0199999999999996,0.210000000000001
"ANANTAPUR","NAMBULIPULIKUNTA",5.23,0.48,0.260000000000001,4.26,0.85,0.0999999999999996,1.61,0.17,0,0
"ANANTAPUR","NARPALA",2.72,0.41,1.43,8.75,1.6,0.0200000000000014,1.31,0.530000000000001,0.0399999999999991,0.369999999999999
"ANANTAPUR","OBULADEVARACHERUVU",2.69,0.97,1.48,8.38,1.46,0.0199999999999996,1.96,0.35,0.0199999999999996,0.58
"ANANTAPUR","PAMIDI",6.48,0.25,1.68,5.08,1.6,0.459999999999999,1.02,0.610000000000001,0.0400000000000009,0.34
"ANANTAPUR","PARIGI",3.97,1.26,3.19,10.45,2.21,0.260000000000002,2.12,1.83,0.209999999999997,0.399999999999999
"ANANTAPUR","PEDDAPAPPUR",2.61,0.53,1.44,6.04,2.59,0.459999999999999,1.28,0.390000000000001,0.0299999999999994,0.120000000000001
"ANANTAPUR","PEDDAVADUGUR",4.4,0.54,2.88,5.94,4.78,1.2,1.35,0.550000000000001,0.0500000000000007,0.489999999999998
