"DISTRICT","MANDAL","23-07-19","24-07-19","25-07-19","26-07-19","27-07-19","28-07-19","29-07-19","30-07-19","31-07-19","01-08-19"
"ANANTAPUR","AGALI",88.5238888888889,77.6329166666667,79.1654166666667,84.0551388888889,76.2783333333333,68.4134722222222,73.31,72.5811111111111,70.1688888888889,71.8422222222222
"ANANTAPUR","AMADAGUR",77.55203125,69.335859375,69.721953125,79.069921875,70.679375,62.35125,68.330625,67.909375,60.415,61.53984375
"ANANTAPUR","AMARAPURAM",85.2459722222222,77.3976388888889,77.0683333333333,82.1629166666667,75.30625,68.2544444444444,72.0988888888889,71.9272222222222,69.8622222222222,70.5066666666667
"ANANTAPUR","ANANTAPURMANDAL",77.6489880952381,69.1111309523809,69.0210119047619,74.8928571428571,68.4429166666667,63.5975,66.5288095238095,64.1548809523809,59.5919047619048,57.9782142857143
"ANANTAPUR","ATMAKUR",80.18375,73.7653125,73.08609375,76.83234375,71.34984375,66.86125,69.0559375,67.683125,62.7309375,60.20625
"ANANTAPUR","BATHALAPALLE",71.83375,63.0864772727273,64.7995454545455,74.1089772727273,64.5978409090909,57.4265909090909,62.7106818181818,61.3134090909091,57.6340909090909,56.0615909090909
"ANANTAPUR","BELUGUPPA",79.6670535714286,71.836875,73.3170535714286,77.8059821428571,72.0886607142857,67.4921428571429,68.31,66.9119642857143,63.7858928571429,62.9382142857143
"ANANTAPUR","BOMMANAHAL",76.3740625,68.033671875,69.043046875,75.450859375,68.989765625,64.887734375,67.82,67.0646875,61.69421875,62.00234375
"ANANTAPUR","BRAHMASAMUDRAM",81.1682692307692,72.7113461538462,73.9763461538462,80.1956730769231,73.1618269230769,68.5919230769231,69.9413461538462,69.8405769230769,67.2051923076923,67.0028846153846
"ANANTAPUR","BUKKAPATNAM",75.31875,66.38328125,68.10234375,77.26375,68.53953125,59.3871875,64.94375,65.2509375,59.444375,59.1403125
"ANANTAPUR","BUKKARAYASAMUDRAM",76.1892857142857,65.754375,66.8708928571429,74.67375,66.9347321428571,61.3470535714286,65.04875,62.88,57.2005357142857,57.0785714285714
"ANANTAPUR","CHENNEKOTHAPALLE",74.9769318181818,66.705,68.1590909090909,76.5331818181818,67.9309090909091,60.32125,64.3915909090909,65.2531818181818,59.3372727272727,59.5802272727273
"ANANTAPUR","CHILAMATHUR",83.5278571428571,74.2667857142857,75.7465476190476,83.4199404761905,73.9496428571429,66.5583928571428,71.5164285714286,72.8439285714286,65.7527380952381,66.9553571428572
"ANANTAPUR","DHARMAVARAM",73.5233928571429,65.4423214285714,66.7961607142857,75.5961607142857,66.7764285714286,59.2825,64.0069642857143,63.4848214285714,58.81,57.7723214285714
"ANANTAPUR","DHIRCHAL",78.5813194444444,71.0234722222222,71.82125,76.7398611111111,70.4577777777778,67.5554861111111,70.59375,68.1033333333333,64.7086111111111,64.7036111111111
"ANANTAPUR","GANDLAPENTA",75.2511666666667,66.2028333333333,67.18625,76.4239166666667,68.4236666666667,58.61925,66.2673333333333,64.5851666666667,58.7428333333333,57.5543333333333
"ANANTAPUR","GARLADINNE",75.7290277777778,62.6052777777778,64.55375,72.706875,64.9795138888889,59.1313194444444,63.8029166666667,60.9261111111111,55.4823611111111,56.46125
"ANANTAPUR","GOOTY",78.6686956521739,67.2747826086956,70.2042934782609,75.61625,71.3975543478261,64.8771739130435,66.4302173913044,67.3545652173913,57.8195652173913,58.3996739130435
"ANANTAPUR","GORANTLA",82.5567857142857,72.9830357142857,73.2817261904762,81.7511904761905,72.7628571428571,63.7477380952381,71.0620238095238,71.2225,63.469880952381,65.0311904761905
"ANANTAPUR","GUDIBANDA",87.0508653846154,78.0397115384615,78.8486538461538,83.6504807692308,76.8474038461539,68.2683653846154,73.0030769230769,72.8175,70.7163461538462,72.0755769230769
"ANANTAPUR","GUMMAGATTA",81.2355681818182,72.9652272727273,73.9553409090909,80.2330681818182,72.9188636363636,68.7736363636364,70.2054545454545,69.1881818181818,66.6559090909091,67.0095454545455
"ANANTAPUR","GUNTAKAL",78.5653125,66.2364375,69.35375,74.879875,70.524625,63.8126875,66.300875,67.435625,59.319375,60.130375
