"DISTRICT","MANDAL","23-07-19","24-07-19","25-07-19","26-07-19","27-07-19","28-07-19","29-07-19","30-07-19","31-07-19","01-08-19"
"ANANTAPUR","AGALI",19.9431226730347,20.9755697250366,21.2612176895142,22.5533111572266,26.8115003585815,28.5842182159424,22.0080888748169,21.1216844558716,21.3366199493408,22.9211488723755
"ANANTAPUR","AMADAGUR",22.136572265625,24.2666307449341,24.7833005905151,27.391753578186,29.3111904144287,28.9906848907471,23.4763584136963,21.6859216690063,22.8449106216431,26.6377721786499
"ANANTAPUR","AMARAPURAM",23.617283821106,22.4703952789307,22.4086675643921,23.8650650024414,27.0109399795532,30.3559490203857,23.9598512649536,21.1376712799072,21.7351627349854,22.9980703353882
"ANANTAPUR","ANANTAPURMANDAL",24.892115020752,28.7974714279175,29.1132991790771,28.9741092681885,33.0006500244141,36.0082946777344,28.7485548019409,26.0121059417725,28.3936414718628,30.7050395965576
"ANANTAPUR","ATMAKUR",25.4879945755005,30.094367980957,31.0546966552734,31.0738265991211,34.681946182251,37.7219215393066,31.392639541626,27.2519834518433,30.0473121643066,32.9482727050781
"ANANTAPUR","BATHALAPALLE",22.2785757064819,24.5603965759277,24.4950983047485,25.0659770965576,27.7884046554565,31.3686172485352,23.9302808761597,21.8784776687622,23.9057418823242,25.6052547454834
"ANANTAPUR","BELUGUPPA",24.6353765487671,29.8366836547852,30.8513431549072,31.4178462982178,34.3339267730713,36.1089706420898,30.5288017272949,26.1978366851807,29.3091991424561,32.9748321533203
"ANANTAPUR","BOMMANAHAL",21.2034364700317,25.2493492126465,24.6176250457764,25.6679557800293,29.2627922058105,31.7475700378418,25.0513240814209,22.4844354629517,22.8517839431763,25.8748077392578
"ANANTAPUR","BRAHMASAMUDRAM",22.6399211883545,22.8295949935913,23.5999082565308,24.0244955062866,28.7188041687012,28.5551765441895,23.3564477920532,21.6416055679321,22.7859861373901,23.4928104400635
"ANANTAPUR","BUKKAPATNAM",23.0030279159546,24.3776699066162,24.5117151260376,23.7881607055664,25.1528463363647,30.8456783294678,22.7679222106934,19.8019037246704,22.8510286331177,24.8301160812378
"ANANTAPUR","BUKKARAYASAMUDRAM",21.5106588363647,25.0106094360352,25.5321424484253,25.6950078964233,28.3344526290894,31.0889911651611,24.4306411743164,21.9786128997803,23.792126083374,27.0561058044434
"ANANTAPUR","CHENNEKOTHAPALLE",21.2606683731079,24.698450088501,22.9832834243774,24.4006656646729,26.4076978683472,29.2827598571777,22.2969554901123,21.5911027908325,22.0718507766724,23.7402070999146
"ANANTAPUR","CHILAMATHUR",20.9684286117554,22.8612682342529,23.5878353118896,25.4672080993652,27.0222129821777,28.5561721801758,22.5308320999146,20.5002445220947,24.3061008453369,26.3508144378662
"ANANTAPUR","DHARMAVARAM",23.0030279159546,23.3937480926514,24.5117151260376,24.4819644927979,26.7048574447632,31.279878616333,22.4990867614746,21.6508941650391,23.6778064727783,24.9166385650635
"ANANTAPUR","DHIRCHAL",23.133185005188,24.1641111373901,23.9246040344238,26.4794832229614,29.0471099853516,31.0025630950928,25.4271371841431,24.1540861129761,23.8115942001343,25.0504898071289
"ANANTAPUR","GANDLAPENTA",22.0518196105957,23.8889276504517,21.9399032592773,25.147861289978,27.1759014129639,30.9926822662354,22.0068031311035,20.7752752304077,22.4478904724121,25.4164375305176
