"DISTRICT","MANDAL","2019-07-23 05:30:00","2019-07-23 08:30:00","2019-07-23 11:30:00","2019-07-23 14:30:00","2019-07-23 17:30:00","2019-07-23 20:30:00","2019-07-23 23:30:00","2019-07-24 02:30:00","2019-07-24 05:30:00","2019-07-24 08:30:00","2019-07-24 11:30:00","2019-07-24 14:30:00","2019-07-24 17:30:00","2019-07-24 20:30:00","2019-07-24 23:30:00","2019-07-25 02:30:00","2019-07-25 05:30:00","2019-07-25 08:30:00","2019-07-25 11:30:00","2019-07-25 14:30:00","2019-07-25 17:30:00","2019-07-25 20:30:00","2019-07-25 23:30:00","2019-07-26 02:30:00","2019-07-26 05:30:00","2019-07-26 08:30:00","2019-07-26 11:30:00","2019-07-26 14:30:00","2019-07-26 17:30:00","2019-07-26 20:30:00","2019-07-26 23:30:00","2019-07-27 02:30:00","2019-07-27 05:30:00","2019-07-27 08:30:00","2019-07-27 11:30:00","2019-07-27 14:30:00","2019-07-27 17:30:00","2019-07-27 20:30:00","2019-07-27 23:30:00","2019-07-28 02:30:00","2019-07-28 05:30:00","2019-07-28 08:30:00","2019-07-28 11:30:00","2019-07-28 14:30:00","2019-07-28 17:30:00","2019-07-28 20:30:00","2019-07-28 23:30:00","2019-07-29 02:30:00","2019-07-29 05:30:00","2019-07-29 11:30:00","2019-07-29 17:30:00","2019-07-29 23:30:00","2019-07-30 05:30:00","2019-07-30 11:30:00","2019-07-30 17:30:00","2019-07-30 23:30:00","2019-07-31 05:30:00","2019-07-31 11:30:00","2019-07-31 17:30:00","2019-07-31 23:30:00","2019-08-01 05:30:00","2019-08-01 11:30:00","2019-08-01 17:30:00","2019-08-01 23:30:00","2019-08-02 05:30:00"
"ANANTAPUR","AGALI",14.616,15.192,15.3,19.944,15.48,12.204,12.24,10.944,12.708,16.344,20.988,20.448,16.452,13.428,14.472,13.752,13.644,21.276,20.52,21.06,13.968,14.184,14.508,15.66,14.4,20.34,22.536,15.696,15.084,13.716,16.344,16.164,18.108,26.82,25.2,24.516,19.296,18.072,17.712,21.06,19.944,17.604,28.584,26.784,20.844,22.32,15.588,14.652,14.004,21.996,15.948,14.076,12.708,21.132,16.632,13.716,12.888,21.348,18.468,15.156,13.788,22.932,18.972,16.956,13.968
"ANANTAPUR","AMADAGUR",13.356,16.776,22.104,22.14,22.032,18.18,18.072,19.728,19.368,21.204,23.76,24.264,19.296,16.308,16.848,17.928,18.576,24.768,22.536,19.656,20.016,16.416,18.684,20.592,21.06,27.396,25.236,20.988,16.74,18.54,21.024,23.112,23.292,29.304,29.304,27.36,24.336,22.356,23.76,25.164,26.532,23.688,28.98,28.116,23.04,18.9,18,18.936,18.756,23.472,14.652,17.604,18.144,21.672,18.324,17.568,18.756,22.86,18.864,19.26,20.124,26.64,20.412,20.34,21.168
"ANANTAPUR","AMARAPURAM",16.596,16.488,20.88,23.616,18.36,15.588,16.884,14.616,14.688,16.452,22.464,21.528,18.432,14.472,14.616,13.896,14.184,22.392,19.404,21.672,16.74,15.732,15.048,16.236,15.84,23.868,22.788,18.18,17.712,15.516,15.984,15.768,18.36,26.136,27,26.532,21.096,18.288,18.936,21.564,21.996,20.556,30.348,29.052,21.6,20.34,18.72,18.108,18.396,23.976,18.144,15.48,14.616,21.132,17.64,13.176,13.464,21.744,18.9,15.12,15.12,23.004,21.168,16.956,15.948
"ANANTAPUR","ANANTAPURMANDAL",15.3,15.696,24.876,21.348,22.5,22.572,18.54,23.04,20.16,21.78,28.8,28.512,22.788,20.196,21.744,21.276,19.98,29.124,26.136,27.072,23.976,20.808,22.14,21.888,22.104,28.98,28.332,27.252,23.184,20.232,24.156,27.612,25.488,30.06,31.536,33.012,23.112,20.808,24.624,31.068,26.532,22.752,33.48,36,29.376,22.644,22.644,21.816,15.984,28.764,20.304,20.34,19.188,26.028,23.076,20.124,19.656,28.404,24.624,22.392,19.08,29.844,30.708,25.092,21.024
"ANANTAPUR","ATMAKUR",17.712,20.016,25.488,22.968,23.544,24.552,21.024,25.092,23.22,26.892,29.7,30.096,24.3,22.104,23.4,23.544,22.464,31.068,28.188,30.852,26.532,22.68,23.904,23.868,24.192,31.068,30.564,29.592,24.948,22.428,26.64,30.024,27.648,32.472,34.164,34.668,27.36,24.66,27.684,34.056,30.492,26.172,36.216,37.728,30.564,24.192,24.84,24.3,18.828,31.392,23.508,21.924,20.592,27.252,24.984,21.672,21.672,30.06,25.956,24.192,21.06,32.436,32.94,26.964,24.12
"ANANTAPUR","BATHALAPALLE",13.104,12.384,22.284,21.096,20.124,17.316,15.3,18.72,14.868,22.932,23.4,24.552,21.78,17.244,18.432,15.984,15.696,24.48,20.916,21.78,18.828,17.28,18.54,17.496,17.028,21.42,25.056,21.276,17.82,14.796,18.18,18.756,17.712,27.792,26.496,26.496,22.464,19.152,19.872,23.76,21.996,19.548,29.556,31.356,22.284,18.648,17.784,18.504,16.164,23.94,16.668,17.208,15.084,21.888,20.016,16.308,15.984,23.904,19.728,18,16.344,25.596,23.04,20.772,18.108
"ANANTAPUR","BELUGUPPA",16.884,21.744,24.012,24.624,24.408,23.508,20.952,23.94,22.5,29.664,28.188,29.844,24.804,22.284,22.932,23.184,22.356,30.852,28.044,29.988,27.432,21.816,23.58,23.58,23.616,31.428,31.032,27.756,25.056,22.104,25.38,28.368,25.848,31.428,34.344,33.156,28.764,25.884,27.72,32.796,31.068,27.036,36.108,36.036,29.628,23.832,24.624,23.868,20.736,30.528,23.94,21.456,19.368,26.208,24.624,20.808,20.844,29.304,25.272,23.652,20.808,32.976,31.824,25.524,24.84
"ANANTAPUR","BOMMANAHAL",15.768,15.588,20.268,19.656,19.728,18.72,17.208,21.204,17.388,22.356,20.448,25.236,24.372,18.468,18.18,18.036,17.424,24.624,22.284,23.256,20.232,16.992,18.972,17.496,16.812,25.668,24.804,21.636,20.34,15.516,17.46,20.124,17.172,27.54,29.268,28.152,18.72,19.764,24.012,25.776,23.04,23.292,31.752,28.44,24.444,19.08,19.8,18.036,17.352,25.056,19.908,17.532,16.092,22.5,18.252,15.552,15.732,22.86,21.348,18.576,15.012,25.884,25.236,20.628,19.08
"ANANTAPUR","BRAHMASAMUDRAM",15.48,17.208,20.808,22.644,20.34,15.948,15.084,16.092,15.948,22.644,22.716,22.356,22.824,17.604,16.488,15.984,15.192,23.616,20.052,19.044,19.98,15.66,16.956,16.272,16.488,22.716,24.012,22.5,16.884,14.472,14.328,18.576,20.88,24.624,26.244,28.728,20.304,18.576,19.692,20.952,20.88,25.092,28.404,28.548,20.808,18.9,18.18,19.44,16.452,23.364,20.232,15.372,16.02,21.636,18.792,13.752,15.12,22.788,20.448,17.064,15.948,23.508,22.86,19.44,17.244
"ANANTAPUR","BUKKAPATNAM",14.904,16.452,23.004,19.44,22.068,18.36,17.1,20.268,16.74,24.372,24.012,23.04,18.036,15.66,16.272,16.056,16.704,24.516,19.908,18.72,18.612,16.128,17.892,17.46,18,23.292,23.796,21.672,16.02,15.156,19.26,20.664,19.188,24.228,25.164,23.436,20.124,20.376,20.772,22.968,23.004,22.572,30.852,30.276,23.112,18.828,19.044,19.296,18.504,22.752,15.984,15.12,16.056,19.8,17.928,15.696,16.452,22.86,18.36,17.028,17.352,24.84,19.764,19.836,19.728
