"DISTRICT","MANDAL","23-07-19","24-07-19","25-07-19","26-07-19","27-07-19","28-07-19","29-07-19","30-07-19","31-07-19","01-08-19"
"ANANTAPUR","URAVAKONDA",32.83,36.02,36.14,33.79,32.92,32.38,34.32,34.29,35.07,35.33
"ANANTAPUR","VAJRAKARUR",33.01,36.37,36.28,34.22,33.26,32.76,35.09,34.54,35.71,36.12
"ANANTAPUR","VIDAPANAKAL",33.75,35.47,35.79,34.28,32.58,32.87,35.09,34.24,34.89,35.17
"ANANTAPUR","YADIKI",35.13,37.99,37.98,34.63,33.99,34.02,36.66,36.12,37.14,37.28
"ANANTAPUR","YELLANUR",35.42,37.99,37.68,35,34.59,34.77,37.86,36.4,37.56,37.94
"CHITTOOR","BAIREDDIPALLE",31.23,34.5,33.89,32.24,32.94,30.65,33.87,34.2,34.47,34.38
"CHITTOOR","BANGARUPALEM",33.77,37.02,37.42,34.41,35.24,33.37,36.43,36.71,36.94,36.57
"CHITTOOR","BKOTHAKOTA",30.5,33.42,34.45,31.13,31.25,29.98,31.81,33.14,32.97,33.14
"CHITTOOR","BUCHINAIDUKHANDRI",38.86,42.23,40.25,38.89,39.46,34.79,39.49,40.29,41.73,43.74
"CHITTOOR","CHANDRAGIRI",35.9,38.47,38.43,35.82,36.05,31.92,36.95,37.18,37.91,37.43
"CHITTOOR","CHINNAGOTTIGALLU",32.9,35.89,35.18,32.75,33.28,30.53,34.37,34.9,34.75,34.81
"CHITTOOR","CHITTOORMANDAL",35.64,38.22,39.36,35.69,37.84,35.43,37.94,38.04,38.24,37.8
"CHITTOOR","CHOWDEPALLE",31.36,33.57,33.95,31.71,31.86,28.98,33.15,33.71,33.32,33.25
"CHITTOOR","GANGADHARANELLORE",35.64,38.22,39.36,35.99,38.14,35.43,38.37,38.18,38.5,38.18
"CHITTOOR","GANGAVARAM",31.31,34.97,34.36,32.62,33.32,30.66,34.25,34.38,34.74,34.56
"CHITTOOR","GUDIPALA",36.56,39.15,40.26,36.21,37.84,36.59,38.07,38.56,38.75,38.61
"CHITTOOR","GUDIPALLE",31.66,34.35,34.35,31.62,32.72,31.13,32.41,34.13,34.17,33.5
"CHITTOOR","GURRAMKONDA",33.28,35.71,35.87,32.73,32.5,31.36,34.85,34.97,34.33,34.38
"CHITTOOR","IRALA",33.82,37.07,37.76,34.7,35.66,33.01,36.75,36.96,37.09,36.72
"CHITTOOR","KALAKADA",34.17,36.52,36.52,33.22,32.91,31.71,35.28,35.4,34.68,34.86
"CHITTOOR","KALIKIRI",34.17,36.52,36.52,33.22,33.32,31.6,35.28,35.4,34.68,34.86
"CHITTOOR","KAMBHAMVARIPALLE",35.17,37.73,37.36,34.25,34.51,32.79,36.09,35.74,35.68,35.96
"CHITTOOR","KAMMAPALLE",37.89,38.96,39.02,36.74,36.97,33.02,37.48,37.62,38.74,38.48
"CHITTOOR","KARVETINAGAR",37.55,40.42,38.7,36.73,38.76,34.5,38.28,38.58,38.87,38.92
"CHITTOOR","KUPPAM",33.08,35.67,36.27,32.92,33.82,32.6,33.84,34.78,35.48,34.79
"CHITTOOR","KURABALAKOTA",31.99,34.54,34.87,32.33,31.87,30.41,33.73,34.52,33.81,33.87
"CHITTOOR","KVBPURAM",38.62,41.76,40.14,38.56,38.42,34.18,38.72,39.72,41.15,44.82
"CHITTOOR","MANDAPALLE",31.99,34.54,34.87,32.33,31.88,30.41,33.73,34.52,33.81,33.87
"CHITTOOR","MULAKALACHERUVU",32.58,34.4,35.36,32.29,32.29,32.33,33.47,33.83,33.69,34.32
"CHITTOOR","NAGALAPURAM",38.59,42.17,41.55,38.22,39.33,36.73,38.46,38.97,39.28,44.82
"CHITTOOR","NAGARI",38.85,41.73,39.96,38.45,39.24,35.7,38.28,38.87,40.63,39.88
"CHITTOOR","NARAYANAVANAM",37.29,40.78,38.05,37.02,37.74,34.18,37.04,37.9,40.63,38.54
"CHITTOOR","NIMMANAPALLE",32.51,34.93,34.75,32.35,32.49,30.2,34.06,34.47,34.06,34.1
"CHITTOOR","NINDRA",38.85,41.73,39.96,38.45,39.24,35.7,38.2,38.87,40.54,39.88
"CHITTOOR","PAKALA",34.76,36.97,37.58,34.46,35.54,31.96,37.04,36.9,36.75,36.56
"CHITTOOR","PALAMANER",32.36,35.97,35.43,33.51,34.32,31.98,35.31,35.39,35.76,35.5
"CHITTOOR","PALASAMUDRAM",36.45,39.7,40.41,36.8,38.59,36.42,38.68,38.96,39.26,38.95
"CHITTOOR","PEDDAMANDYAM",33.92,35.37,35.98,33.24,32.89,33.96,34.87,34.95,34.47,35.09
"CHITTOOR","PEDDAPANJANI",30.71,34.1,33.85,31.97,32.64,29.47,33.48,33.8,34.01,33.78
"CHITTOOR","PEDDATHIPPASAMUDRA",31.95,34.4,35.36,32.02,31.71,31.63,32.81,33.52,33.69,33.95
"CHITTOOR","PENUMURU",35.26,37.76,38.87,35.26,36.33,33.69,37.72,37.82,37.76,37.44
"CHITTOOR","PICHATUR",39.85,42.06,41.23,38.26,39.21,36.38,37.84,38.9,40.54,40.04
"CHITTOOR","PILERU",34.13,36.36,36.31,33.49,33.8,31.45,34.59,34.98,34.63,34.97
"CHITTOOR","PULICHERLA",33.38,36.28,36.03,33.27,34.21,30.61,35.65,35.71,35.52,35.52
"CHITTOOR","PUNGANUR",31,33.49,33.77,31.71,31.87,28.98,32.97,33.42,33.32,33.2
"CHITTOOR","PUTHALAPATTU",34.95,37.76,38.87,35.26,36.23,33.69,37.63,37.82,37.76,37.44
"CHITTOOR","PUTTUR",37.55,40.72,38.7,36.73,38.76,34.5,38.28,38.58,40.63,38.92
"CHITTOOR","RAMAKUPPAM",32.47,35.48,36.01,32.94,33.77,32.87,34.47,34.97,35.64,34.82
"CHITTOOR","RAMASAMUDRAM",30.29,32.69,33.57,31.18,31.17,27.85,32.14,32.66,32.68,32.74
"CHITTOOR","RENIGUNTA",38.74,41.09,40.26,38.41,38.28,33.32,39.8,38.99,41.17,42.2
"CHITTOOR","ROMPICHERLA",33.41,35.52,35.64,33.03,33.26,31.13,34.27,34.56,34.44,34.38
"CHITTOOR","SANTHIPURAM",30.72,33.21,33,30.92,31.48,30.7,31.63,32.97,33.29,32.85
"CHITTOOR","SATYAVEDU",38.59,43.02,41.55,39.22,39.49,36.73,40.43,39.87,41,39.53
"CHITTOOR","SODAM",32.88,35.46,35.64,32.78,33.65,30.22,34.92,35.12,34.95,34.91
"CHITTOOR","SOMALA",32.75,34.8,34.95,32.29,33.16,30.04,34.11,34.43,34.51,34.17
"CHITTOOR","SRIKALAHASTI",38.74,42.29,40.72,38.87,38.98,34.5,40.09,39.99,41.81,43.74
"CHITTOOR","SRIRANGARAJAPURAM",36.22,38.4,39.12,35.99,38.14,34.95,38.37,38.18,38.5,38.18
"CHITTOOR","THAMBALLAPALLE",33.12,35.01,35.96,33.21,32.66,32.72,34.08,34.8,34.25,34.76
"CHITTOOR","THAVANAMPALLE",34.95,37.76,38.87,35.26,36.23,33.69,37.63,37.82,37.76,37.44
"CHITTOOR","THOTTAMBEDU",38.86,42.29,40.76,38.89,38.98,34.79,40.09,40.29,41.81,43.74
"CHITTOOR","TIRUPATI",37.89,38.96,39.02,36.74,36.97,32.53,37.48,37.62,38.74,38.48
"CHITTOOR","TIRUPATIURBAN",37.89,40.15,39.3,36.81,37.17,32.53,39.8,38.5,39.86,40.5
"CHITTOOR","VADAMALAPETA",38.66,39.17,39.02,36.74,37.04,33.02,37.48,37.62,38.74,38.66
"CHITTOOR","VALMIKIPURAM",33.48,35.69,35.68,32.81,32.86,30.89,34.73,35.04,34.39,34.5
"CHITTOOR","VARADAIAHPALEM",38.67,42.88,41.51,39.25,39.72,35.43,40.43,40.25,41,44.82
"CHITTOOR","VEDURUKUPPAM",36.22,38.38,38.46,35.45,36.74,33.42,37.85,37.7,37.79,37.51
"CHITTOOR","VENKATAGIRIKOTA",31.71,34.69,34.28,32.37,32.89,32.55,33.99,34.49,34.96,34.3
"CHITTOOR","VIJAYAPURAM",39.27,41.93,41.61,39.01,40.39,36.68,38.56,39.11,39.47,40
"CHITTOOR","YADAMARI",35.33,37.78,38.68,35.2,36.45,34.59,37.38,37.62,37.72,37.33
"CHITTOOR","YARRAVARIPALEM",34.13,36.36,36.31,33.49,33.8,31.45,34.41,34.71,34.63,34.97
"CHITTOOR","YERPEDU",38.74,42.24,40.26,38.41,38.47,33.92,39.95,39.09,41.17,42.58
"EASTGODAVARI","ADDATEEGALA",39.06,42.64,39.65,33.57,31.29,34.97,39.22,39.19,34.85,34.38
"EASTGODAVARI","AINAVILLI",41.04,42.56,40.75,35.24,34.66,34.22,41.36,40.68,36.69,36.95
"EASTGODAVARI","ALAMURU",42.74,41.8,40.82,34.88,34.18,34.52,40.76,40.28,37.03,37.6
"EASTGODAVARI","ALLAVARAM",39.23,40.66,40.01,36.39,33.71,36.01,40.59,40.89,37.96,39.65
"EASTGODAVARI","AMALAPURAM",41,41.45,40.46,34.88,33.66,34.22,41.25,40.89,36.23,37.25
"EASTGODAVARI","AMBAJIPETA",41.69,41.75,40.58,35.07,34.4,34.22,41.25,40.68,36.69,36.95
"EASTGODAVARI","ANAPARTHI",41.56,42.06,41.09,35.32,34.48,35.05,40.81,39.66,36.92,37.32
"EASTGODAVARI","ATREYAPURAM",42.74,42.1,40.85,35.03,33.86,35.17,40.67,40.98,37.03,37.52
"EASTGODAVARI","BICCAVOLU",41.56,42.51,41.26,35.12,33.83,35.05,41.04,39.67,36.79,35.94
"EASTGODAVARI","CHINTUR",41.94,44.78,39.25,34.88,31.3,33.56,40.15,40.07,37.27,34.89
"EASTGODAVARI","DEVIPATNAM",41,45.2,40.49,34.87,33.08,36.12,39.64,39.5,36.2,35.78
"EASTGODAVARI","GANDEPALLE",41.71,43.71,40.26,34.67,32.78,35.17,40.47,39.45,35.85,34.86
"EASTGODAVARI","GANGAVARAMEASTGODAVARI",39.51,43.29,39.68,34.08,31.53,34.97,39.22,39.23,34.85,34.38
"EASTGODAVARI","GOKAVARAM",40.21,44.58,39.71,34.34,32.28,35.48,39.15,39.27,35.73,34.56
"EASTGODAVARI","GOLLAPROLU",42.14,43.83,41.04,35.05,33.25,35.98,40.28,40.03,36.24,35.83
"EASTGODAVARI","IPOLAVARAM",38.74,42.73,40.65,35.01,34.75,33.91,41.39,40.47,36.18,36.25
"EASTGODAVARI","JAGGAMPETA",41.71,43.29,39.99,34.67,32.78,35.56,40.47,39.54,35.85,35.12
"EASTGODAVARI","KADIAM",42.08,41.68,40.88,34.86,33.24,34.53,40.74,40.28,36.69,36.82
"EASTGODAVARI","KAJULURU",40.26,42.82,41.11,35.34,34.75,34.63,41.39,40.47,36.75,36.84
"EASTGODAVARI","KAKINADARURAL",40.78,42.75,41.11,35.09,34.32,35.09,40.82,40.07,36.74,35.97
"EASTGODAVARI","KAKINADAURBAN",40.78,42.75,41.11,35,34.32,34.72,40.82,40.07,36.74,35.97
"EASTGODAVARI","KAPILESWARAPURAM",41.56,41.84,40.75,35.32,34.48,34.38,40.76,39.77,36.99,37.6
"EASTGODAVARI","KARAPA",41.31,42.75,41.26,35.34,34.57,34.63,40.98,40.07,36.79,36.84
"EASTGODAVARI","KATRENIKONA",39.05,41.69,40.36,36.11,34.81,35.56,41.36,40.67,38.19,39.45
"EASTGODAVARI","KIRLAMPUDI",42.58,43.31,40.56,34.96,32.6,36.03,40.27,39.97,35.94,35.74
"EASTGODAVARI","KORUKONDA",41.05,44.58,40.26,34.56,32.58,35.68,39.63,39.3,35.91,35.1
"EASTGODAVARI","KOTANANDURU",40.52,43.15,41.07,35.06,33.31,36.47,39.04,39.96,36.69,34.65
"EASTGODAVARI","KOTHAPALLEE",39.39,42.72,40.9,35.09,33.25,35.57,39.63,39.68,36.19,35.56
"EASTGODAVARI","KOTHAPETA",41.56,41.61,40.5,34.48,34.06,34,40.54,39.77,36.82,37.07
"EASTGODAVARI","KUNAVARAM",42.22,44.81,40.68,34.87,32.69,34.44,40.71,39.77,37.62,35.97
"EASTGODAVARI","MALIKIPURAM",38.66,39.57,40.47,35.83,33.43,34.92,38.76,39.3,36.8,38.81
"EASTGODAVARI","MAMIDIKUDURU",41.69,41.23,40.37,35.67,33.81,34.92,40.96,40.89,36.8,38.66
"EASTGODAVARI","MANDAPETA",42.02,41.64,40.88,34.78,33.24,35.14,40.74,39.54,36.62,36.14
"EASTGODAVARI","MAREDUMILLI",37.16,39.64,36.8,30.87,27.47,32.3,36.71,36.26,31.65,30.88
"EASTGODAVARI","MUMMIDIVARAM",39.61,42.73,40.75,35.24,34.75,34.01,41.39,40.67,36.44,36.66
"EASTGODAVARI","NELLIPAKA",44.42,45.24,40.75,35.28,33.7,34.9,40.56,41,37.71,38.08
"EASTGODAVARI","PAMARRUEASTGODAVARI",41.04,42.56,40.76,35.34,34.66,34.4,40.91,40.05,36.92,37.32
"EASTGODAVARI","PEDAPUDI",41.39,42.51,41.26,35.12,33.95,34.96,41.04,39.67,36.79,35.94
"EASTGODAVARI","PEDDAPURAM",42.58,43.31,40.75,35.36,33.23,36.03,41.04,39.97,36.17,35.74
"EASTGODAVARI","PGANNAVARAM",41.69,41.61,40.5,34.81,34.06,34.1,40.96,40.8,36.82,37.71
"EASTGODAVARI","PITHAPURAM",42.58,43.83,41.04,35.36,33.19,36.03,40.83,40.03,36.24,35.83
"EASTGODAVARI","PRATHIPADUEASTGODAVARI",42.58,43.31,40.56,34.96,32.6,36.03,40.27,39.97,35.94,35.74
"EASTGODAVARI","RAJAHMUNDRYRURAL",40.41,41.66,40.05,34.88,32.5,35.35,39.85,39.26,35.99,35.65
"EASTGODAVARI","RAJAHMUNDRYURBAN",40.72,44.07,40.05,34.88,32.58,35.68,39.85,39.3,35.99,35.65
"EASTGODAVARI","RAJANAGARAM",42.02,42.39,40.88,34.88,33.24,35.35,40.74,39.54,36.62,36.14
"EASTGODAVARI","RAJAVOMMANGI",38.5,42.07,38.72,32.82,29.6,33.85,38.56,38.19,33.14,32.66
"EASTGODAVARI","RAMACHANDRAPURAM",41.56,42.51,41.26,35.34,34.57,34.57,40.98,39.67,36.92,37.32
"EASTGODAVARI","RAMPACHODAVARAM",39.51,42.64,39.05,34.08,31.53,34.73,38.58,38.91,34.68,33.66
"EASTGODAVARI","RANGAMPETA",41.39,42.39,40.75,34.58,33.23,35.05,41.04,39.22,36.08,35.14
"EASTGODAVARI","RAVULAPALEM",42.74,41.8,40.75,34.88,34.18,34.38,40.84,40.05,37.03,37.6
"EASTGODAVARI","RAYAVARAM",41.56,42.06,41.09,35.32,34.48,34.57,40.81,39.66,36.92,37.32
"EASTGODAVARI","RAZOLE",41.12,40.77,40.14,35.67,33.94,34.92,40.8,40.8,36.8,38.66
"EASTGODAVARI","ROUTHULAPUDI",40.23,43.21,39.9,34.42,32.59,36.37,39.32,40.02,36.43,35.1
"EASTGODAVARI","SAKHINETIPALLE",38.93,40.53,40.91,37.27,34.75,36.35,40.18,40.74,38.88,40.92
"EASTGODAVARI","SAMALKOTA",42.03,43.02,41.03,35.36,33.95,35.37,41.04,39.95,36.3,35.66
"EASTGODAVARI","SANKHAVARAM",42.14,43.83,41.04,35.05,33.25,36.09,40.28,40.03,36.24,35.83
"EASTGODAVARI","SEETHANAGARAM",41,45.62,40.49,34.9,33.08,36.47,40.43,39.53,36.2,36.61
"EASTGODAVARI","THALLAREVU",39.97,42.82,41.11,35.24,34.81,34.63,41.39,40.47,36.74,37.01
"EASTGODAVARI","THONDANGI",39.39,43.21,40.9,35.15,33.52,36.45,39.4,40.32,36.39,35.56
"EASTGODAVARI","TUNI",40.44,43.21,41.51,35.21,33.67,37.1,39.32,40.91,36.86,35.3
"EASTGODAVARI","UPPALAGUPTAM",39.05,41.69,40.36,35.2,33.91,34.5,41.36,40.67,37.1,38.38
"EASTGODAVARI","VARARAMACHANDRAPUR",42.22,44.81,39.74,34.31,32.22,34.33,40.58,39.54,37.62,35.32
"EASTGODAVARI","YELESWARAM",42.58,43.31,40.56,34.96,32.6,36.03,40.27,39.97,35.94,35.74
"EASTGODAVARI","YRAMAVARAM",37.03,39.9,36.89,31.45,28.01,32.3,37.41,36.35,31.69,31.59
"GUNTUR","ACHAMPETA",41.92,42.15,41.94,37.06,33.82,37.38,39.2,40.5,39.08,39.03
"GUNTUR","AMARAVATHI",42.91,42.17,42.21,37.13,33.86,37.22,39.94,40.99,39.15,39.74
"GUNTUR","AMRUTHALUR",40.9,42.37,42.42,36.68,34.25,35.14,39.96,40.06,38.48,40.33
"GUNTUR","BAPATLA",41.35,42.57,42.51,36.61,35.03,35.27,40.35,40.57,39.37,40.52
"GUNTUR","BELLAMKONDA",41.81,42.23,41.94,36.75,33.71,37.38,38.51,39.56,38.63,40.87
"GUNTUR","BHATTIPROLU",40.22,41.82,42.13,36.71,33.76,35.14,40.55,39.85,38.26,40.48
"GUNTUR","BOLLAPALLE",40.81,40.83,41.32,35.53,33.46,34.79,38.56,39.21,39.88,38.63
"GUNTUR","CHEBROLE",41.72,43.01,42.88,36.65,33.88,35.69,39.97,40.55,39.45,40.81
"GUNTUR","CHERUKUPALLE",40.83,41.82,42.13,36.63,34.56,35.14,40.32,40.08,38.64,40.16
"GUNTUR","CHILAKALURIPET",41.08,42.5,42.31,36.66,34.46,35.45,39.33,40.31,40.01,39.6
"GUNTUR","DACHEPALLE",42.55,42.29,41.84,36.88,34.31,36.66,38.54,39.47,38.82,39.35
"GUNTUR","DUGGIRALA",42.05,43.32,42.15,36.65,34.32,36.48,40.28,40.77,39.31,39.42
"GUNTUR","DURGI",38.91,41.47,40.3,36.46,33.3,36.32,37.63,39.05,37.35,38.08
"GUNTUR","EDLAPADU",41.49,42.5,42.49,36.34,33.95,35.24,39.34,40.43,39.54,39.73
"GUNTUR","GUNTURMANDAL",42.48,42.87,42.27,36.63,34.43,36.43,39.97,40.69,39.45,39.68
"GUNTUR","GURAZALA",40.28,41.97,41.58,36.81,33.81,36.63,38.01,39.15,38.17,38.88
"GUNTUR","IPURU",40.81,40.75,41.65,35.72,33.25,34.45,38.67,39.51,40.01,38.78
"GUNTUR","KAKUMANU",41.35,42.57,42.73,36.55,34.79,35.06,40.35,40.57,38.61,40.52
"GUNTUR","KAREMPUDI",39.01,41.83,41.03,36.53,33.3,36.32,37.63,39.05,37.8,38.35
"GUNTUR","KARLAPALEM",40.83,41.75,41.93,36.27,34.99,35.75,40.1,40.65,39.37,39.73
"GUNTUR","KOLLIPARA",42.32,43.29,42.37,36.68,33.84,36.29,40.28,40.59,38.86,40.33
"GUNTUR","KOLLUR",41.12,42.5,42.04,36.71,33.15,34.99,40.37,39.9,38.4,40.52
"GUNTUR","KROSURU",42.31,42.13,41.69,37.06,33.49,37.06,39.41,40.61,39.08,39.69
"GUNTUR","MACHAVARAM",42.08,42.29,41.76,36.88,34.08,37.01,38.4,39.49,38.64,39.19
"GUNTUR","MACHERLA",39.33,41.41,40.47,36.53,33.46,36.12,37.7,39.45,37.76,38.29
"GUNTUR","MANGALAGIRI",42.48,43.32,41.28,36.59,34.54,36.89,40.33,40.97,39.15,39.46
"GUNTUR","MEDIKONDURU",42.41,41.73,41.56,36.04,33.02,36.01,39.53,40.45,39.25,39.53
"GUNTUR","MUPPALLA",41.41,42.39,41.67,36.27,32.96,35.66,38.64,40.04,39.49,39.4
"GUNTUR","NADENDLA",40.96,42.5,42.31,36.25,33.95,35.45,39.18,40.27,40.01,39.6
"GUNTUR","NAGARAM",40.83,41.71,42.04,36.71,34.56,35.11,40.75,40.4,38.64,41.53
"GUNTUR","NAKARIKALLU",41.08,42.12,41.29,36.21,32.87,35.22,38.26,39.49,39.33,39.24
"GUNTUR","NARASARAOPETA",40.82,42.39,42.16,35.97,33.28,35.45,38.86,39.91,40.07,39.57
"GUNTUR","NIZAMPATNAM",39.9,43.32,42.3,37.44,35.77,37.8,40.95,40.4,41.64,41.97
"GUNTUR","NUZENDLA",41.67,40.41,41.48,36.36,34.3,34.69,38.59,39.82,40.01,38.85
"GUNTUR","PEDAKAKANI",42.48,43.01,42.16,36.65,34.43,36.43,39.97,40.69,39.45,39.68
"GUNTUR","PEDAKURAPADU",42.72,41.74,41.28,36.92,33.3,36.64,39.94,40.97,39.25,39.74
"GUNTUR","PEDANANDIPADU",40.85,42.5,42.58,36.46,33.95,35.19,39.44,40.43,39.4,39.82
"GUNTUR","PHIRANGIPURAM",41.49,42.39,41.67,36.04,33.02,35.85,39.2,40.34,39.49,39.48
"GUNTUR","PIDUGURALLA",39.98,41.91,41.03,36.62,33.19,35.81,37.66,39.09,38.05,38.68
"GUNTUR","PITTALAVANIPALEM",40.83,41.75,41.93,36.17,34.85,35.75,40.1,40.65,38.98,39.73
"GUNTUR","PONNUR",41.35,42.51,42.88,36.6,34.79,35.08,39.96,40.36,39.08,39.99
