"DISTRICT","MANDAL","07-08-19","08-08-19","09-08-19","10-08-19","11-08-19","12-08-19","13-08-19","14-08-19","15-08-19","16-08-19"
"ANANTAPUR","AGALI",71.1347222222222,73.8725,79.7830555555556,81.3104166666667,74.16875,76.4538888888889,78.6655555555556,81.1111111111111,77.4416666666667,82.66
"ANANTAPUR","AMADAGUR",64.19140625,64.943125,64.823828125,69.63265625,64.77171875,67.77171875,72.551875,71.42953125,71.36109375,74.81703125
"ANANTAPUR","AMARAPURAM",76.6015277777778,78.8327777777778,81.0180555555555,79.19125,73.0206944444444,74.6888888888889,79.2297222222222,78.6525,77.9705555555555,78.2872222222222
"ANANTAPUR","ANANTAPURMANDAL",72.1210119047619,69.7727380952381,70.9266666666667,73.45125,66.6449404761905,66.7866071428571,68.9977380952381,67.6341666666667,68.3286904761905,68.3225
"ANANTAPUR","ATMAKUR",73.43453125,72.86703125,74.47453125,76.73875,69.95203125,69.1634375,70.2490625,70.4346875,70.0059375,71.634375
"ANANTAPUR","BATHALAPALLE",63.3078409090909,62.8513636363636,63.7245454545454,65.1498863636364,60.5229545454545,63.2839772727273,66.3747727272727,64.1195454545455,66.7920454545454,65.8822727272727
"ANANTAPUR","BELUGUPPA",76.8280357142857,74.5314285714286,77.3191964285714,78.5335714285714,71.8226785714286,72.1101785714286,72.9260714285714,75.0957142857143,74.5748214285714,77.4473214285714
"ANANTAPUR","BOMMANAHAL",79.78234375,70.937265625,76.991484375,74.357578125,69.7340625,69.938046875,72.35765625,73.20015625,73.9759375,74.35046875
"ANANTAPUR","BRAHMASAMUDRAM",75.2109615384615,74.1463461538462,80.0963461538462,77.40875,72.1694230769231,73.5361538461539,74.6971153846154,76.2790384615385,78.4794230769231,77.0351923076923
"ANANTAPUR","BUKKAPATNAM",65.55375,63.961875,64.76703125,67.145,62.0025,64.473125,69.76125,68.7621875,68.719375,71.5390625
