"","Time","2m_temperature(C)","Heat_index(C)","2m_relative_humidity(%)","Rainfall(mm)","mean_sea_level_pressure(mb)","Wind_speed(km/h)","wind_direction"
"1",2019-12-16 05:30:00,22.2900333404541,23.08,96,0,1013.5912,14.971609210968,62.96
"2",2019-12-16 08:30:00,25.738245010376,27.1,77.2,0,1015.7525,17.4890919685364,72.58
"3",2019-12-16 11:30:00,31.1422672271729,32.43,47.84,0,1014.6175,15.9503914833069,89.48
"4",2019-12-16 14:30:00,33.1045455932617,33.19,36.3,0,1011.2819,13.1094017028809,91.51
"5",2019-12-16 17:30:00,28.5820560455322,30.41,60.43,0,1012.3525,15.7538829803467,130.43
"6",2019-12-16 20:30:00,25.5473575592041,26.81,78.88,0,1015.0906,14.6384024620056,141.27
"7",2019-12-16 23:30:00,23.5012149810791,24.23,88.91,0,1015.51,13.7534357070923,76.73
"8",2019-12-17 02:30:00,22.4624576568604,23.11,89.98,0,1014.4606,12.9529486656189,67.3
"9",2019-12-17 05:30:00,21.8189334869385,22.55,95.73,0,1015.3119,11.8504423141479,50.92
"10",2019-12-17 08:30:00,25.5721988677979,26.86,79.74,0,1017.6256,14.0215278625488,54.02
"11",2019-12-17 11:30:00,30.5713748931885,32.56,53.4,0,1016.2831,17.6669674873352,56.62
"12",2019-12-17 14:30:00,32.2860355377197,33.55,44.27,0,1012.4531,15.8254777908325,59.84
"13",2019-12-17 17:30:00,27.9089298248291,29.64,62.88,0,1012.8544,15.5741457939148,125.74
"14",2019-12-17 20:30:00,25.4484195709229,26.08,77.67,0,1015.7481,14.4413703918457,139.85
"15",2019-12-17 23:30:00,23.8729190826416,24.48,82.73,0,1015.9394,12.9017334938049,97.82
"16",2019-12-18 02:30:00,22.4651737213135,23.11,89.51,0,1014.25,11.062148809433,52.18
"17",2019-12-18 05:30:00,21.8244876861572,22.53,94.56,0,1014.8556,11.5716148853302,49.47
"18",2019-12-18 08:30:00,25.7657413482666,27.23,80.34,0,1017.695,14.0307186126709,43.45
"19",2019-12-18 11:30:00,30.5447635650635,32.71,54.38,0.02,1016.3706,15.7407774925232,64.19
"20",2019-12-18 14:30:00,31.7776126861572,33.38,47.39,0.04,1012.5825,12.5727629184723,60.26
"21",2019-12-18 17:30:00,28.4167728424072,30.44,62.74,0,1013.4312,15.7103556632996,139.43
"22",2019-12-18 20:30:00,25.2029361724854,25.91,81.6,0,1016.0081,10.8087834835053,124.85
"23",2019-12-18 23:30:00,24.2546329498291,25.05,88.71,0,1015.7212,12.3698462963104,86.74
"24",2019-12-19 02:30:00,22.6669864654541,23.48,95.41,0,1014.0356,10.8263907909393,72.1
"25",2019-12-19 05:30:00,22.3750247955322,23.21,97.25,0,1014.6244,10.693842458725,48.68
"26",2019-12-19 08:30:00,26.1998844146729,28.1,80.82,0.02,1017.305,14.6636478424072,69.44
"27",2019-12-19 11:30:00,30.3337955474854,33.08,58.12,0.1,1016.055,12.0138386249542,53.07
"28",2019-12-19 14:30:00,31.7995853424072,33.86,49.39,0,1011.9719,8.88441846370697,32.93
"29",2019-12-19 17:30:00,28.7405033111572,31.17,63.88,0,1012.165,17.8820488929749,136.25
"30",2019-12-19 20:30:00,26.0114994049072,27.78,82.42,0.03,1014.6325,12.9132734298706,157.21
"31",2019-12-19 23:30:00,24.3602542877197,25.28,93,0,1014.185,10.9944807529449,157.95
"32",2019-12-20 02:30:00,22.8531742095947,23.75,97.88,0,1012.2219,10.0535635471344,90.35
"33",2019-12-20 05:30:00,22.3129215240479,23.19,99.2,0,1012.5712,9.99555959701538,25.08
"34",2019-12-20 08:30:00,25.7753849029541,27.35,84.22,0.07,1015.1706,7.76378767490387,72.28
"35",2019-12-20 11:30:00,30.181360244751,32.91,58.65,0.03,1014.3619,8.66132626533508,342.68
"36",2019-12-20 14:30:00,31.8087100982666,33.75,48.8,0,1010.9375,6.58491733074188,9.19
"37",2019-12-20 17:30:00,29.5483646392822,31.07,54.46,0,1011.2719,7.48952708244324,277.18
"38",2019-12-20 20:30:00,25.3028812408447,26.01,81,0,1014.0262,12.8845364570618,157.28
"39",2019-12-20 23:30:00,23.065393447876,23.95,96.61,0,1013.9194,11.6142405509949,182.23
"40",2019-12-21 02:30:00,23.0788822174072,24.01,98.34,0,1012.4925,7.45968010425568,85.04
"41",2019-12-21 05:30:00,21.8204593658447,22.67,99.8,0,1012.7169,8.16650612354279,26
"42",2019-12-21 08:30:00,25.2115116119385,26.07,87.55,0.08,1015.1831,8.07804601192474,332.47
"43",2019-12-21 11:30:00,29.9427738189697,32.87,60.72,0.04,1014,7.93450040817261,102.58
"44",2019-12-21 14:30:00,31.790246963501,33.85,49.44,0,1010.0856,11.0963347434998,127.21
"45",2019-12-21 17:30:00,29.3604984283447,31.41,58.54,0,1010.6481,17.309224319458,157.57
"46",2019-12-21 20:30:00,25.5603275299072,26.88,82.63,0,1013.8175,13.4322787284851,148.86
"47",2019-12-21 23:30:00,23.356653213501,24.26,96.15,0,1013.6081,10.5402145385742,119.56
"48",2019-12-22 02:30:00,23.0720157623291,23.98,97.35,0.01,1012.3469,9.48950443267822,73.33
"49",2019-12-22 05:30:00,22.8821659088135,23.79,98.04,0,1012.9288,9.16457691192627,53.07
"50",2019-12-22 11:30:00,30.4246158599854,32.21,52.91,0.16,1014.6812,13.262658405304,99.24
"51",2019-12-22 17:30:00,28.4273929595947,30.08,59.87,0,1011.8331,18.5612382888794,124.56
"52",2019-12-22 23:30:00,22.339319229126,22.95,88.97,0,1014.5644,10.9942000865936,92.45
"53",2019-12-23 05:30:00,20.0526371002197,20.66,97.61,0,1013.0869,11.0839133262634,54.03
"54",2019-12-23 11:30:00,29.6812992095947,30.83,51.59,0,1014.6056,12.459587430954,120.62
"55",2019-12-23 17:30:00,27.8604373931885,28.54,52.79,0,1011.4319,14.9588719367981,151.53
"56",2019-12-23 23:30:00,21.652795791626,22.23,90.24,0,1013.9138,12.4575339317322,139.27
"57",2019-12-24 05:30:00,19.586633682251,20.16,97.82,0,1013.4256,10.4977437973022,53.95
