"Sno","SP_CODE","DISTRICT","MANDAL","VILLAGE","LON","LAT","26-07-19","27-07-19","28-07-19","29-07-19","30-07-19","31-07-19","01-08-19","02-08-19","03-08-19"
1,826001,"PRAKASAM","JANAKAVARAMPANGULU","Ramakuru",80.03999,15.892867,37.22,34.61,36.48,38.33,38.48,37.93,38.25,36.31,36.16
2,1315004,"KURNOOL","JUPADUBUNGALOW","Bollavaram",78.377097,15.885363,34,31.92,34.06,34.31,35.02,36.34,34.48,33.55,33.48
3,1330889,"KURNOOL","ATMAKURKURNOOL","Pinnapuram",78.654945,15.886427,32.21,30.31,31.78,33.1,33,33.67,33.48,30.99,30.76
4,820009,"PRAKASAM","MARTUR","LakkavaramAgraharam",80.061727,15.906479,37.12,34.79,36.74,38.24,38.57,37.82,38.23,36.5,36.52
5,1303014,"KURNOOL","MANTRALAYAM","Budur",77.380195,15.868793,33.29,32.3,33.7,34.4,35.31,35.5,35.02,33.3,34.19
6,805004,"PRAKASAM","DONAKONDA","PadamaraLakshmipuram",79.387233,15.888066,37.39,32.78,35.77,37.16,36.99,37.46,37.5,35.74,33.99
7,822002,"PRAKASAM","KARAMCHEDU","Karamchedu1",80.321381,15.887126,37.33,35.08,37.62,38.34,38.78,37.91,39,36.7,37.14
8,806008,"PRAKASAM","PEDAARAVEEDU","BoyadaGumpula",79.243357,15.885803,35.94,33.7,34.73,37.01,36.43,37.15,36.78,35.95,33.66
9,1301011,"KURNOOL","KOWTHALAM","Thippaladoddi",77.165642,15.871667,32.38,32.62,33.99,34.75,35,36.04,34.83,33.48,33.69
10,1307007,"KURNOOL","KURNOOL","G.Singavaram1",77.934328,15.87304,34.61,32.09,34.02,34.74,34.8,36.78,35.23,33.71,33.01
11,806007,"PRAKASAM","PEDAARAVEEDU","ThokaPalle",79.291841,15.882713,37.24,33.68,35.63,37.49,37.05,37.58,37.56,36.3,34.29
12,1301001,"KURNOOL","KOWTHALAM","Nadichagi",77.050836,15.858904,32.22,32.81,33.71,34.99,35.08,36.09,34.77,33.56,33.35
13,1303015,"KURNOOL","MANTRALAYAM","Chilakaladona",77.417441,15.866402,33.29,32.3,33.7,34.4,35.31,35.5,35.02,33.3,34.19
14,756005,"GUNTUR","KARLAPALEM","Perali",80.564029,15.892302,38.99,34.65,38.71,39.34,39.1,37.99,39.52,37.57,36.99
15,806005,"PRAKASAM","PEDAARAVEEDU","Cumbampadu",79.334104,15.878309,37.24,33.68,35.63,37.49,37.05,37.58,37.56,36.3,34.29
16,805003,"PRAKASAM","DONAKONDA","PolePalle",79.430973,15.87979,37.39,32.78,35.77,37.16,36.99,37.46,37.5,35.74,33.99
17,1314002,"KURNOOL","PAMULAPADU","Jutur",78.448881,15.870672,34,31.92,34.06,34.31,35.02,36.34,34.48,33.55,33.48
18,806004,"PRAKASAM","PEDAARAVEEDU","Ambapuram",79.335029,15.893988,37.24,33.68,35.63,37.49,37.05,37.58,37.56,36.3,34.29
19,1314003,"KURNOOL","PAMULAPADU","Chelimella",78.480902,15.863307,33.75,32.17,33.56,34.47,34.9,36.03,34.71,33.35,33.25
20,1302015,"KURNOOL","KOSIGI","Yandapalle",77.215956,15.869363,32.38,32.62,33.99,34.75,35,36.04,34.83,33.48,33.69
21,804019,"PRAKASAM","KURICHEDU","Dekanakonda",79.671579,15.883023,37.58,33.85,36.63,37.38,37.76,37.25,37.97,35.83,34.62
22,757017,"GUNTUR","BAPATLA","BapatlaWestRural",80.435648,15.887003,38.08,35.11,38.09,38.55,39.43,37.8,39.2,36.76,37.22
23,807016,"PRAKASAM","DORNALA","ChilakaCherlaGudem",79.004664,15.885889,31.02,30.23,30.99,33.13,32.89,33.62,32.81,31.22,29.36
24,1307001,"KURNOOL","KURNOOL","Sunkesula",77.834714,15.870627,34.32,32.06,33.86,34.88,34.49,36.78,35.15,33.4,32.99
25,1315003,"KURNOOL","JUPADUBUNGALOW","Tangadancha",78.353557,15.866583,34,31.92,34.06,34.31,35.02,36.34,34.48,33.55,33.48
26,820013,"PRAKASAM","MARTUR","BollaPalle",80.09087,15.883023,37.12,34.79,36.74,38.24,38.57,37.82,38.23,36.5,36.52
27,1301010,"KURNOOL","KOWTHALAM","Chudi",77.14523,15.85101,32.22,32.81,33.71,34.99,35.08,36.09,34.77,33.56,33.35
28,814004,"PRAKASAM","MUNDLAMURU","Purimetla",79.845342,15.879728,37.61,35.1,36.82,38.29,38.19,38.14,38.31,36.32,35.25
29,1305005,"KURNOOL","CBELAGAL","Kothakota1",77.797096,15.863397,34.32,32.06,33.86,34.88,34.49,36.78,35.15,33.4,32.99
30,1307008,"KURNOOL","KURNOOL","Nidzur",77.97209,15.86234,34.57,32.1,34.17,34.53,34.82,36.54,35.23,34.05,33.29
31,1302024,"KURNOOL","KOSIGI","Kosigi1",77.247141,15.839242,32.83,31.76,33.6,34.99,34.01,35.41,34.18,33.29,32.77
32,757019,"GUNTUR","BAPATLA","Adivi",80.486393,15.850878,38.57,34.95,38.53,39.26,39.44,38.05,38.89,36.88,37.2
33,814010,"PRAKASAM","MUNDLAMURU","Marella",79.886427,15.871709,37.52,34.8,36.68,38.54,38.35,38.37,38.35,36.41,35.82
