"DISTRICT","MANDAL","2019-07-25 17:30:00","2019-07-25 20:30:00","2019-07-25 23:30:00","2019-07-26 02:30:00","2019-07-26 05:30:00","2019-07-26 08:30:00","2019-07-26 11:30:00","2019-07-26 14:30:00","2019-07-26 17:30:00","2019-07-26 20:30:00","2019-07-26 23:30:00","2019-07-27 02:30:00","2019-07-27 05:30:00","2019-07-27 08:30:00","2019-07-27 11:30:00","2019-07-27 14:30:00","2019-07-27 17:30:00","2019-07-27 20:30:00","2019-07-27 23:30:00","2019-07-28 02:30:00","2019-07-28 05:30:00","2019-07-28 08:30:00","2019-07-28 11:30:00","2019-07-28 14:30:00","2019-07-28 17:30:00","2019-07-28 20:30:00","2019-07-28 23:30:00","2019-07-29 02:30:00","2019-07-29 05:30:00","2019-07-29 08:30:00","2019-07-29 11:30:00","2019-07-29 14:30:00","2019-07-29 17:30:00","2019-07-29 20:30:00","2019-07-29 23:30:00","2019-07-30 02:30:00","2019-07-30 05:30:00","2019-07-30 08:30:00","2019-07-30 11:30:00","2019-07-30 14:30:00","2019-07-30 17:30:00","2019-07-30 20:30:00","2019-07-30 23:30:00","2019-07-31 02:30:00","2019-07-31 05:30:00","2019-07-31 08:30:00","2019-07-31 11:30:00","2019-07-31 14:30:00","2019-07-31 17:30:00","2019-07-31 23:30:00","2019-08-01 05:30:00","2019-08-01 11:30:00","2019-08-01 17:30:00","2019-08-01 23:30:00","2019-08-02 05:30:00","2019-08-02 11:30:00","2019-08-02 17:30:00","2019-08-02 23:30:00","2019-08-03 05:30:00","2019-08-03 11:30:00","2019-08-03 17:30:00","2019-08-03 23:30:00","2019-08-04 05:30:00","2019-08-04 11:30:00","2019-08-04 17:30:00"
"ANANTAPUR","AGALI",68.6322222222222,76.0944444444444,82.5133333333333,88.5055555555555,85.3966666666667,79.4077777777778,65.0833333333333,66.93,79.0177777777778,93.2755555555556,94.38,92.7511111111111,90.6088888888889,78.2088888888889,59.4322222222222,60.2077777777778,73.2788888888889,77.3855555555556,83.7588888888889,84.1544444444445,79.8833333333333,72.2311111111111,57.6711111111111,59.84,60.9477777777778,71.8777777777778,81.8844444444444,81.4011111111111,84.2522222222222,75.5088888888889,58.5222222222222,56.81,61.8011111111111,73.3266666666667,82.4755555555555,87.6444444444444,91.6811111111111,74.4111111111111,56.7733333333333,54.92,67.8,75.5533333333333,82.6555555555556,91.7511111111111,92.9655555555556,74.6311111111111,52.46,51.0866666666667,67.2288888888889,78.4044444444444,90.0522222222222,53.0022222222222,57.5377777777778,78.0811111111111,86.8466666666667,51.9144444444444,68.2633333333333,73.4655555555556,81.9366666666667,53.8022222222222,63.58,78.9477777777778,80.1588888888889,53.7966666666667,68.4611111111111
"ANANTAPUR","AMADAGUR",56.095,68.62375,78.6275,87.778125,87.69375,75.273125,57.9175,60.773125,75.7525,88.943125,89.9,88.0125,86.14125,74.375,57.613125,51.104375,67.038125,68.690625,74.079375,78.868125,80.57875,69.375625,49.91375,47.738125,52.99375,63.01,69.371875,75.1,78.635,71.004375,53.394375,51.469375,58.5625,65.731875,73.35875,78.918125,83.41125,68.0375,42.31375,45.179375,56.15875,69.76375,73.145625,77.651875,82.196875,67.855625,45.96,42.02125,51.4175,70.495625,80.421875,45.784375,49.7075,67.993125,75.87125,48.4525,55.38625,69.86625,72.833125,49.360625,52.76875,71.255,73.19,45.8425,59.908125
"ANANTAPUR","AMARAPURAM",69.0866666666667,84.8222222222222,85.81,90.3466666666667,86.7533333333333,78.3611111111111,62.3777777777778,66.9322222222222,76.2522222222222,92.7511111111111,93.6944444444444,91.7055555555556,88.7055555555556,75.1088888888889,58.3644444444444,60.6388888888889,69.4777777777778,74.9866666666667,82.8622222222222,83.3522222222222,81.8911111111111,70.8633333333333,57.6233333333333,55.79,56.9444444444444,68.4488888888889,80.26,85.7822222222222,85.8355555555556,73.0355555555556,56.1433333333333,54.2222222222222,58.4288888888889,71.2266666666667,81.1011111111111,86.5166666666667,90.2088888888889,71.8077777777778,52.9711111111111,52.0966666666667,65.8277777777778,73.5777777777778,80.25,88.6633333333333,90.8388888888889,71.2677777777778,50.3544444444444,50.8422222222222,64.3222222222222,76.6522222222222,87.4777777777778,54.5588888888889,56.1977777777778,79.1222222222222,79.8266666666667,59.5166666666667,71.2777777777778,76.0211111111111,78.5777777777778,61.1311111111111,70.1377777777778,81.6055555555556,81.4166666666667,61.0388888888889,82.4655555555556
"ANANTAPUR","ANANTAPURMANDAL",53.4785714285714,68.1333333333333,77.6152380952381,85.2033333333333,83.8319047619048,71.7385714285714,57.1957142857143,55.8047619047619,65.432380952381,77.69,81.5514285714286,81.462380952381,80.3880952380952,72.0980952380952,55.7290476190476,62.562380952381,73.242380952381,72.2452380952381,75.3338095238095,79.2690476190476,79.2852380952381,64.9352380952381,56.0114285714286,48.8057142857143,52.5904761904762,65.3652380952381,70.3419047619048,77.0247619047619,80.5719047619048,66.517619047619,51.5390476190476,46.9690476190476,53.7152380952381,70.1633333333333,69.652380952381,77.3757142857143,82.0509523809524,66.4290476190476,42.4319047619048,41.8514285714286,47.0547619047619,61.6628571428571,68.6661904761905,74.4066666666667,79.8152380952381,65.832380952381,40.7947619047619,40.6680952380952,49.04,66.0380952380952,76.7485714285714,39.2023809523809,46.9190476190476,64.18,74.4904761904762,46.5757142857143,56.212380952381,66.4571428571429,70.4757142857143,47.4357142857143,66.5947619047619,69.6566666666667,72.17,46.6009523809524,53.857619047619
"ANANTAPUR","ATMAKUR",58.79375,72.89875,81.905,85.38375,85.42375,74.03,60.81875,60.58,70.4375,80.40375,83.70625,84.405,83.44375,73.88625,58.7125,65.05125,75.4425,75.66875,78.75,81.855,81.81625,68.06,59.33625,52.5,55.46625,69.31875,73.58,80.69375,82.58125,68.70625,54.11625,49.3025,54.5175,69.65125,72.2375,80.39,84.7825,69.265,43.55125,44.525,53.045,63.53,70.975,77.9875,82.265,67.64875,42.48375,40.6925,52.035,68.1325,79.68375,39.3225,47.86375,66.2925,76.43625,47.8125,58.09375,68.1625,72.45,49.47125,69.365,71.97375,74.1625,50.31625,56.5225
"ANANTAPUR","BATHALAPALLE",50.5945454545455,63.4254545454545,74.7554545454545,85.3281818181818,82.4618181818182,68.6972727272727,53.6136363636364,55.7290909090909,63.3636363636364,74.9781818181818,82.2036363636364,78.0654545454545,76.3418181818182,68.6545454545455,54.7072727272727,55.7636363636364,65.0554545454546,66.5945454545455,68.3218181818182,73.9736363636364,74.6845454545455,62.0290909090909,51.7427272727273,47.3309090909091,46.1527272727273,59.4854545454545,64.3627272727273,71.0981818181818,77.4527272727273,62.6927272727273,47.9981818181818,43.0309090909091,51.7236363636364,65.43,64.8654545454545,72.5381818181818,77.9409090909091,64.1990909090909,42.6018181818182,38.8463636363636,49.4018181818182,62.6609090909091,67.1072727272727,71.5263636363636,76.9881818181818,64.3845454545455,42.9763636363636,39.04,47.6672727272727,65.1054545454545,73.7627272727273,40.4081818181818,48.2209090909091,61.8690909090909,72.0618181818182,43.34,54.7372727272727,65.8090909090909,67.5409090909091,45.3327272727273,65.18,67.4654545454545,67.2481818181818,46.9009090909091,56.8763636363636
"ANANTAPUR","BELUGUPPA",59.3235714285714,71.9721428571429,85.9371428571429,88.64,87.6535714285714,73.4678571428571,62.2178571428571,59.0107142857143,71.1628571428571,81.4014285714286,86.5942857142857,86.18,85.0678571428572,72.8,60.5957142857143,70.405,79.4864285714286,76.645,81.6014285714286,83.5485714285714,81.9942857142857,67.6114285714286,57.9371428571429,53.9128571428571,56.8185714285714,71.515,75.9578571428571,82.525,81.6985714285714,69.1392857142857,56.3542857142857,49.2292857142857,56.1614285714286,72.3142857142857,75.9228571428571,83.4157142857143,86.2342857142857,68.0671428571429,45.4957142857143,48.0278571428571,55.7335714285714,67.4578571428572,74.3564285714286,82.7207142857143,84.6685714285714,67.1142857142857,42.1042857142857,43.4471428571429,55.0142857142857,71.5142857142857,82.5185714285714,43.2542857142857,51.0878571428571,72.0178571428571,78.1092857142857,52.7142857142857,63.4835714285714,70.5071428571429,77.2228571428571,55.4092857142857,75.7135714285714,75.7192857142857,80.0721428571429,57.165,62.3871428571429
"ANANTAPUR","BOMMANAHAL",54.54125,74.53375,87.49875,88.86375,85.19625,71.8325,59.920625,59.69125,75.076875,87.09875,87.161875,85.16,83.661875,74.4425,62.47,66.113125,73.875,76.130625,78.8925,81.504375,80.064375,64.0775,53.995625,50.065,56.54,69.548125,76.630625,80.950625,80.215,67.11875,46.845625,50.005,58.49,72.7125,76.07625,82.578125,84.493125,64.629375,42.943125,42.77875,52.42625,66.528125,73.953125,81.5275,83.275625,63.46625,41.10875,41.739375,55.04625,69.6025,81.791875,44.1,51.281875,71.273125,78.348125,53.31375,62.656875,72.643125,83.1475,66.02625,78.868125,81.225,83.9,55.88875,75.0325
"ANANTAPUR","BRAHMASAMUDRAM",64.6246153846154,76.8330769230769,85.1453846153846,86.3784615384615,85.6346153846154,76.7776923076923,62.8846153846154,61.6615384615385,71.9846153846154,82.2953846153846,88.6630769230769,87.19,85.6692307692308,71.8792307692308,57.3138461538462,69.6207692307692,76.9984615384615,75.2623076923077,80.3523076923077,82.3153846153846,81.9715384615385,68.6446153846154,57.2923076923077,57.4923076923077,60.13,70.5276923076923,77.2915384615385,83.9476923076923,80.5907692307692,68.7515384615385,57.5469230769231,55.0092307692308,58.5623076923077,71.7030769230769,78.2638461538462,84.1346153846154,87.2607692307692,69.3961538461539,50.3176923076923,50.4353846153846,63.4223076923077,72.0938461538462,79.0907692307692,86.2476923076923,86.7746153846154,68.6761538461539,47.8430769230769,48.6246153846154,59.9576923076923,75,85.6130769230769,52.0953846153846,55.2430769230769,75.0338461538462,79.9392307692308,56.64,69.8753846153846,73.3269230769231,78.2253846153846,58.5092307692308,81.9184615384615,78.2115384615385,83.4653846153846,60.1692307692308,67.0161538461538
"ANANTAPUR","BUKKAPATNAM",53.87375,65.79875,78.56,84.96,84.81125,72.52375,54.14125,57.21875,74.8025,83.02625,87.9125,85.35,82.41875,74.2825,52.5725,55.16125,62.83375,65.60625,69.86,76.475,77.58125,64.9775,49.7325,49.34125,49.355,59.4275,65.96375,74.9,78.23,66.78875,50.39375,46.60625,55.55,59.78625,68.555,74.81625,79.445,66.79875,43.16625,42.05875,52.4325,67.33,70.53,73.195,78.64,66.71625,45.9375,38.81625,50.2525,67.13875,76.175,43.155,48.02875,65.01625,70.8625,47.0375,56.34125,66.5725,67.34625,50.78375,62.15625,70.07875,70.06625,49.74375,58.1275
