"DISTRICT","MANDAL","26-07-19","27-07-19","28-07-19","29-07-19","30-07-19","31-07-19","01-08-19","02-08-19","03-08-19"
"ANANTAPUR","AGALI",8.48,0.15,1.19,0.59,1.24,0.299999999999999,0.210000000000001,0.529999999999999,0.800000000000001
"ANANTAPUR","AMADAGUR",2.79,0.0899999999999999,0.0599999999999996,0.0499999999999998,0.31,0.12,0,0.0899999999999999,0.52
"ANANTAPUR","AMARAPURAM",5.37,0.0499999999999998,0.53,0.49,0.96,0.51,0.81,0.99,2.32
"ANANTAPUR","ANANTAPURMANDAL",1.06,0.45,0.3,1.17,0.66,0.12,0.13,0.64,2.56
"ANANTAPUR","ATMAKUR",1.2,0.48,0.0899999999999999,0.64,0.18,0.15,0.0500000000000003,0.67,1.86
"ANANTAPUR","BATHALAPALLE",1.18,0.55,0.29,0.38,0.44,0.0599999999999996,0.0600000000000001,0.38,0.88
"ANANTAPUR","BELUGUPPA",1.77,1.48,0.27,0.890000000000001,0.42,0.21,0.52,1.04,2.72
"ANANTAPUR","BOMMANAHAL",4.01,0.819999999999999,0.59,1.22,0.470000000000001,0.37,0.18,3.88,7.81
"ANANTAPUR","BRAHMASAMUDRAM",1.7,1.83,0.32,0.6,0.65,0.239999999999999,1.05,0.709999999999999,3.23
"ANANTAPUR","BUKKAPATNAM",2.73,0.0299999999999998,0.27,0.340000000000001,0.93,0.17,0.14,0.46,0.19
"ANANTAPUR","BUKKARAYASAMUDRAM",1.4,0.870000000000001,0.18,1.17,0.850000000000001,0.12,0.0700000000000003,0.64,2.56
"ANANTAPUR","CHENNEKOTHAPALLE",2.22,0.02,0.29,0.32,0.51,0.2,0.11,0.33,0.64
"ANANTAPUR","CHILAMATHUR",6.83,0.23,0.26,0.300000000000001,0.26,0.610000000000001,0.0300000000000011,0.18,0.859999999999999
"ANANTAPUR","DHARMAVARAM",1.69,0.15,0.29,0.38,0.51,0.12,0.14,0.38,0.79
"ANANTAPUR","DHIRCHAL",2.89,1.65,0.59,1.13,0.7,0.46,0.18,1.38,4.88
"ANANTAPUR","GANDLAPENTA",2.66,0.37,0.0500000000000003,0.12,0.47,0,0.00999999999999979,0.0599999999999996,0.13
"ANANTAPUR","GARLADINNE",1.87,0.45,0.16,1.17,0.58,0.140000000000001,0.0600000000000005,1.26,7.14
"ANANTAPUR","GOOTY",5.15,0.340000000000001,0.489999999999999,3.45,0.229999999999999,0.479999999999999,0.0600000000000005,1.8,10.47
"ANANTAPUR","GORANTLA",5.02,0.23,0.26,0.47,1.04,0.51,0.199999999999999,0.360000000000001,0.52
"ANANTAPUR","GUDIBANDA",5.68,0.0600000000000005,0.6,0.35,0.73,0.51,0.33,0.84,1.28
"ANANTAPUR","GUMMAGATTA",2.35,1.85,0.37,0.89,0.77,0.239999999999999,0.75,1.11,5.19
"ANANTAPUR","GUNTAKAL",5.15,0.79,0.34,2.71,0.229999999999999,0.43,0.0499999999999998,2.55,12.88
"ANANTAPUR","HINDUPUR",7.42,0.41,0.27,0.350000000000001,0.669999999999999,0.59,0.0800000000000001,0.17,0.73
"ANANTAPUR","KADIRI",2.66,0.300000000000001,0.12,0.12,0.47,0,0.0100000000000002,0.12,0.19
"ANANTAPUR","KALYANDURG",1.64,1.41,0.0899999999999999,0.38,0.430000000000001,0.199999999999999,1,0.66,3.11
"ANANTAPUR","KAMBADUR",1.34,0.26,0.0500000000000003,0.32,0.24,0.4,0.33,0.61,3.27
"ANANTAPUR","KANAGANAPALLE",0.96,0.0600000000000001,0.18,0.17,0.38,0.0600000000000001,0.0699999999999998,0.49,1.53
"ANANTAPUR","KANEKAL",3.41,1.34,0.52,0.960000000000001,0.470000000000001,0.350000000000001,0.34,3.07,5.7
"ANANTAPUR","KOTHACHERUVU",3.42,0.02,0.3,0.600000000000001,1.04,0.380000000000001,0.199999999999999,0.46,0.31
"ANANTAPUR","KUDAIR",2.38,0.71,0.14,1.05,0.24,0.23,0.17,2.26,4.42
"ANANTAPUR","KUNDURPI",3.39,0.58,0.17,0.350000000000001,1.01,0.470000000000001,0.61,1.06,3.81
"ANANTAPUR","LEPAKSHI",8.49,0.41,0.289999999999999,0.260000000000002,0.41,0.610000000000001,0.0899999999999999,0.19,1.1
"ANANTAPUR","MADAKASIRA",4.85,0.0599999999999996,0.2,0.41,1.1,0.5,0.04,0.55,0.83
"ANANTAPUR","MUDIGUBBA",1.49,0.17,0.18,0.23,0.45,0.0100000000000002,0.0899999999999999,0.23,0.97
"ANANTAPUR","NALLACHERUVU",2.66,0.300000000000001,0.0499999999999998,0.04,0.47,0.02,0,0.0899999999999999,0.13
"ANANTAPUR","NALLAMADA",2.86,0.13,0.17,0.0800000000000001,0.45,0.0300000000000002,0,0.180000000000001,0.18
"ANANTAPUR","NAMBULIPULIKUNTA",2.41,0.37,0.03,0.0600000000000001,0.47,0.02,0,0.0300000000000002,0.0600000000000001
"ANANTAPUR","NARPALA",1.71,0.9,0.22,0.99,0.66,0.0899999999999999,0.0700000000000003,0.46,1.34
"ANANTAPUR","OBULADEVARACHERUVU",3.81,0.0899999999999999,0.2,0.18,0.7,0.29,0.0899999999999999,0.31,0.399999999999999
"ANANTAPUR","PAMIDI",2.25,0.369999999999999,0.15,2.03,0.18,0.11,0.0699999999999994,2.2,9.74
"ANANTAPUR","PARIGI",5.32,0.0700000000000003,0.26,0.41,1.1,0.58,0.0800000000000001,0.26,0.58
"ANANTAPUR","PEDDAPAPPUR",3.28,0.86,0.11,1.08,0.23,0.15,0.0899999999999999,0.47,2.9
"ANANTAPUR","PEDDAVADUGUR",4.52,0.64,0.38,3.45,0.52,0.35,0.109999999999999,1.16,7.97
"ANANTAPUR","PENUKONDA",4.4,0.0700000000000003,0.3,0.96,0.74,0.44,0.0200000000000014,0.38,0.49
"ANANTAPUR","PUTLUR",2.43,0.88,0.140000000000001,0.85,0.22,0.11,0.0599999999999996,0.32,1.56
"ANANTAPUR","PUTTAPARTHI",3.42,0.0200000000000005,0.3,0.600000000000001,1.04,0.380000000000001,0.199999999999999,0.46,0.31
"ANANTAPUR","RAMAGIRI",1.97,0.02,0.19,0.32,0.38,0.25,0.1,0.52,1.53
"ANANTAPUR","RAPTADU",0.9,0.25,0.3,0.42,0.48,0.12,0.13,0.46,0.85
"ANANTAPUR","RAYADURG",2.8,2.03,0.44,0.92,0.77,0.34,0.38,1.39,5.86
"ANANTAPUR","RODDAM",4.4,0.0700000000000003,0.19,0.86,0.84,0.44,0.0300000000000002,0.52,0.67
"ANANTAPUR","ROLLA",7.74,0.0899999999999999,0.99,0.58,1.09,0.48,0.32,0.609999999999999,0.860000000000001
"ANANTAPUR","SETTUR",1.95,1.42,0.279999999999999,0.53,0.76,0.35,1.05,0.87,3.81
