"DISTRICT","MANDAL","2019-07-25 17:30:00","2019-07-25 20:30:00","2019-07-25 23:30:00","2019-07-26 02:30:00","2019-07-26 05:30:00","2019-07-26 08:30:00","2019-07-26 11:30:00","2019-07-26 14:30:00","2019-07-26 17:30:00","2019-07-26 20:30:00","2019-07-26 23:30:00","2019-07-27 02:30:00","2019-07-27 05:30:00","2019-07-27 08:30:00","2019-07-27 11:30:00","2019-07-27 14:30:00","2019-07-27 17:30:00","2019-07-27 20:30:00","2019-07-27 23:30:00","2019-07-28 02:30:00","2019-07-28 05:30:00","2019-07-28 08:30:00","2019-07-28 11:30:00","2019-07-28 14:30:00","2019-07-28 17:30:00","2019-07-28 20:30:00","2019-07-28 23:30:00","2019-07-29 02:30:00","2019-07-29 05:30:00","2019-07-29 08:30:00","2019-07-29 11:30:00","2019-07-29 14:30:00","2019-07-29 17:30:00","2019-07-29 20:30:00","2019-07-29 23:30:00","2019-07-30 02:30:00","2019-07-30 05:30:00","2019-07-30 08:30:00","2019-07-30 11:30:00","2019-07-30 14:30:00","2019-07-30 17:30:00","2019-07-30 20:30:00","2019-07-30 23:30:00","2019-07-31 02:30:00","2019-07-31 05:30:00","2019-07-31 08:30:00","2019-07-31 11:30:00","2019-07-31 14:30:00","2019-07-31 17:30:00","2019-07-31 23:30:00","2019-08-01 05:30:00","2019-08-01 11:30:00","2019-08-01 17:30:00","2019-08-01 23:30:00","2019-08-02 05:30:00","2019-08-02 11:30:00","2019-08-02 17:30:00","2019-08-02 23:30:00","2019-08-03 05:30:00","2019-08-03 11:30:00","2019-08-03 17:30:00","2019-08-03 23:30:00","2019-08-04 05:30:00","2019-08-04 11:30:00","2019-08-04 17:30:00"
"ANANTAPUR","AGALI",17.28,14.76,16.2,15.876,14.112,21.024,22.824,20.016,21.096,15.624,16.236,17.208,18,22.392,27.504,25.272,20.304,18.36,17.208,21.132,22.68,27.684,28.908,25.236,24.696,17.82,17.244,14.832,16.524,19.404,24.768,20.088,15.84,16.74,14.22,14.256,11.808,18.144,19.692,18.108,18,15.3,14.4,12.312,13.5,22.212,23.436,21.492,19.008,16.74,15.516,28.692,24.84,17.136,15.012,30.42,18.756,19.404,19.116,31.608,22.644,20.16,18.72,30.42,30.744
"ANANTAPUR","AMADAGUR",17.568,15.588,19.152,17.676,18.828,23.472,24.804,19.8,17.424,19.908,22.176,23.22,24.048,25.776,28.62,27.468,21.6,21.672,23.508,24.12,21.996,25.992,34.56,29.88,25.02,19.152,21.42,21.456,19.8,22.104,26.208,22.284,17.1,14.58,18.216,18.612,16.74,20.088,22.356,23.508,18,15.156,18.36,18.612,20.196,23.58,25.164,25.452,20.196,21.924,23.22,31.572,25.452,23.652,23.292,35.1,26.64,24.516,26.388,34.128,26.28,24.66,23.868,32.364,28.8
"ANANTAPUR","AMARAPURAM",17.136,13.86,15.3,15.624,15.876,21.132,22.428,19.728,21.564,16.308,16.452,16.776,17.712,24.984,29.268,26.82,20.88,19.764,17.568,20.628,21.492,27.288,30.132,26.82,26.928,16.56,16.956,17.892,17.964,25.524,25.704,21.888,18.468,16.56,13.932,14.04,11.772,19.548,20.916,19.512,17.388,14.976,15.228,13.284,13.86,22.644,24.192,22.14,21.24,17.532,16.2,28.26,24.696,18.468,17.424,30.888,25.056,23.004,20.7,34.02,26.1,22.104,21.564,30.06,27.108
"ANANTAPUR","ANANTAPURMANDAL",24.696,21.168,21.348,22.86,19.692,30.6,30.564,27,22.896,21.276,24.66,26.424,24.552,29.412,33.84,30.312,26.244,25.308,26.136,27,23.616,30.024,34.992,34.344,30.348,23.868,22.896,18.828,18,29.7,30.348,28.26,23.184,17.064,21.744,21.168,16.74,23.472,25.812,27.252,27.612,22.464,24.012,21.384,21.6,25.56,32.076,29.988,30.24,26.352,21.708,38.088,35.892,25.308,21.6,43.92,34.884,29.412,28.944,45.144,34.092,34.56,29.016,44.82,41.076
"ANANTAPUR","ATMAKUR",26.892,23.616,22.536,23.76,22.284,34.056,32.4,29.16,24.372,23.688,27.252,28.728,26.748,34.02,36.18,31.176,28.8,27.936,29.34,30.204,27.396,33.048,37.62,36.432,32.292,25.092,25.344,21.78,21.42,32.616,31.176,29.124,24.66,19.332,23.436,22.788,18.252,26.388,28.548,28.44,27.684,23.904,25.416,22.752,24.48,29.916,33.264,32.256,31.788,28.116,25.128,40.284,37.008,28.044,24.624,45.504,36.684,32.688,30.348,48.132,36.432,36.216,31.464,46.332,44.1
"ANANTAPUR","BATHALAPALLE",20.484,19.548,18,17.64,15.084,21.384,25.236,22.68,18.072,17.964,17.388,18.648,18.216,20.556,28.62,24.48,22.14,20.988,20.988,21.168,19.944,25.596,31.104,29.088,27.684,19.152,17.856,18.54,15.48,26.748,27.072,22.68,18,14.292,17.856,17.064,14.256,19.296,22.536,24.516,17.856,15.516,18.54,17.388,16.92,20.628,25.704,26.352,21.672,20.052,17.532,29.7,27.648,20.664,20.196,35.604,27.972,21.744,21.78,36.72,25.488,25.884,21.996,33.984,31.176
"ANANTAPUR","BELUGUPPA",26.352,23.76,22.104,21.78,21.744,32.292,31.356,28.656,24.444,23.292,26.064,27.684,26.1,35.208,34.632,30.636,26.892,27.324,28.368,29.304,28.656,33.588,37.584,35.892,31.356,24.192,25.272,22.932,22.644,33.66,29.376,28.872,23.832,19.656,22.896,21.996,18.252,28.404,28.584,27.684,25.272,22.68,24.408,21.924,24.48,31.284,33.3,31.968,31.284,26.856,25.704,39.132,35.46,27.036,24.372,43.884,35.028,31.608,29.268,46.368,34.92,34.236,32.004,43.92,38.772
"ANANTAPUR","BOMMANAHAL",21.96,17.244,18.108,17.136,16.92,25.344,24.732,22.608,18.396,17.568,20.556,23.688,22.356,25.344,29.412,26.784,20.916,21.78,20.124,21.06,21.024,26.28,30.744,30.348,26.46,21.024,19.692,17.82,15.444,24.048,25.956,24.624,20.52,16.2,18.108,16.848,14.76,22.068,22.86,22.896,21.312,17.856,17.82,16.344,16.956,22.14,26.244,23.22,23.58,19.188,16.74,31.104,28.008,20.268,19.008,34.632,28.224,27.432,22.5,31.752,27.54,29.304,27.576,35.28,24.516
"ANANTAPUR","BRAHMASAMUDRAM",20.232,19.116,16.956,16.632,15.228,22.176,24.912,21.456,18.36,18.828,20.34,20.484,21.384,28.656,26.028,23.436,21.24,20.268,19.008,21.708,20.232,29.448,29.844,26.028,24.588,18.936,18.324,18.684,17.892,25.452,23.832,22.68,19.368,16.272,16.776,14.904,13.248,22.284,20.952,19.26,19.908,16.416,15.768,14.724,15.876,22.248,26.136,22.68,22.104,17.568,16.452,27.684,26.064,18.036,18.108,31.896,22.968,25.704,24.948,33.192,25.02,26.172,24.048,33.624,29.916
"ANANTAPUR","BUKKAPATNAM",16.344,18.108,19.044,17.856,16.056,22.248,24.156,21.96,12.348,18.432,19.152,19.872,19.404,18.792,25.884,24.624,20.34,20.772,21.168,21.024,19.548,24.912,31.356,29.376,24.084,18.144,18.396,21.024,18.288,25.488,24.408,21.204,17.496,14.868,16.344,16.2,14.976,19.044,22.428,23.4,17.928,14.724,17.64,17.208,18.216,21.456,23.868,25.956,20.412,20.952,18.936,29.016,25.704,20.7,22.248,33.156,26.784,22.788,23.364,33.3,26.388,25.056,22.428,31.572,29.556
