"DISTRICT","MANDAL","2019-07-25 17:30:00","2019-07-25 20:30:00","2019-07-25 23:30:00","2019-07-26 02:30:00","2019-07-26 05:30:00","2019-07-26 08:30:00","2019-07-26 11:30:00","2019-07-26 14:30:00","2019-07-26 17:30:00","2019-07-26 20:30:00","2019-07-26 23:30:00","2019-07-27 02:30:00","2019-07-27 05:30:00","2019-07-27 08:30:00","2019-07-27 11:30:00","2019-07-27 14:30:00","2019-07-27 17:30:00","2019-07-27 20:30:00","2019-07-27 23:30:00","2019-07-28 02:30:00","2019-07-28 05:30:00","2019-07-28 08:30:00","2019-07-28 11:30:00","2019-07-28 14:30:00","2019-07-28 17:30:00","2019-07-28 20:30:00","2019-07-28 23:30:00","2019-07-29 02:30:00","2019-07-29 05:30:00","2019-07-29 08:30:00","2019-07-29 11:30:00","2019-07-29 14:30:00","2019-07-29 17:30:00","2019-07-29 20:30:00","2019-07-29 23:30:00","2019-07-30 02:30:00","2019-07-30 05:30:00","2019-07-30 08:30:00","2019-07-30 11:30:00","2019-07-30 14:30:00","2019-07-30 17:30:00","2019-07-30 20:30:00","2019-07-30 23:30:00","2019-07-31 02:30:00","2019-07-31 05:30:00","2019-07-31 08:30:00","2019-07-31 11:30:00","2019-07-31 14:30:00","2019-07-31 17:30:00","2019-07-31 23:30:00","2019-08-01 05:30:00","2019-08-01 11:30:00","2019-08-01 17:30:00","2019-08-01 23:30:00","2019-08-02 05:30:00","2019-08-02 11:30:00","2019-08-02 17:30:00","2019-08-02 23:30:00","2019-08-03 05:30:00","2019-08-03 11:30:00","2019-08-03 17:30:00","2019-08-03 23:30:00","2019-08-04 05:30:00","2019-08-04 11:30:00","2019-08-04 17:30:00"
"ANANTAPUR","AGALI",0,0.33,0.07,0.14,0.06,0.05,0.24,0.28,1.7,5.83,0.550000000000001,0.0500000000000007,0,0,0.0300000000000011,0.0199999999999996,0.0899999999999999,0.0199999999999996,0,0,0,0,0.0899999999999999,1.04,0.0600000000000005,0,0,0,0,0,0.17,0.35,0.16,0,0,0,0,0,0.0300000000000011,0.140000000000001,0.789999999999999,0.34,0,0,0,0,0,0,0.27,0.0299999999999994,0,0.0300000000000011,0.18,0,0,0.00999999999999979,0.19,0.359999999999999,0,0.220000000000001,0.34,0.27,0.0700000000000003,0.0299999999999994,0.609999999999999
"ANANTAPUR","AMADAGUR",0,0.02,0.02,3.99,0.56,0.350000000000001,0.26,0.23,0.99,0.93,0.84,0.0600000000000005,0,0,0,0.00999999999999979,0.0800000000000001,0.00999999999999979,0,0,0,0,0,0,0.0599999999999996,0,0,0,0,0,0,0.02,0.04,0,0,0,0,0,0,0.2,0.0899999999999999,0.0299999999999998,0,0,0,0,0,0.0499999999999998,0.04,0.0600000000000001,0,0,0,0,0,0,0.0600000000000005,0.0600000000000001,0.0199999999999996,0.12,0.34,0.04,0.0300000000000002,0.0300000000000002,0.49
"ANANTAPUR","AMARAPURAM",0,2.52,0.61,0.71,0.0899999999999999,0.04,0.1,0.53,1.45,2.44,0.87,0.0499999999999998,0.0100000000000007,0,0.0200000000000005,0.0199999999999996,0.0300000000000002,0,0.0199999999999996,0,0,0.0299999999999994,0.13,0.38,0.0199999999999996,0,0,0,0.0200000000000005,0.109999999999999,0.130000000000001,0.19,0.13,0,0,0,0,0.00999999999999979,0.0600000000000005,0.119999999999999,0.46,0.45,0,0,0,0,0.0199999999999996,0.0199999999999996,0.46,0.0499999999999989,0,0.0200000000000005,0.79,0,0.0199999999999996,0.0599999999999987,0.610000000000001,0.409999999999998,0,0.49,1.4,0.34,0.120000000000001,0.83,2.75
"ANANTAPUR","ANANTAPURMANDAL",0,0.44,0.75,2.09,0.44,0,0.0300000000000002,0.0800000000000001,0.24,0.23,0.46,0.0899999999999999,0.13,0,0,0.15,0.33,0.0899999999999999,0,0,0,0,0.00999999999999979,0.2,0.12,0,0,0,0,0.00999999999999979,0.0199999999999996,0.02,0.23,1.01,0,0,0,0,0,0.54,0.470000000000001,0.21,0,0.0200000000000005,0,0,0,0,0.0699999999999998,0.0800000000000001,0,0,0.13,0,0,0.0300000000000002,0.350000000000001,0.199999999999999,0.14,0.180000000000001,0.609999999999999,0.859999999999999,0.91,0.640000000000001,0.39
"ANANTAPUR","ATMAKUR",0,0.02,1.07,1.07,0.0900000000000001,0,0,0.0800000000000001,0.28,0.26,0.47,0.1,0.0699999999999998,0,0,0.0800000000000001,0.42,0.0299999999999998,0,0,0,0,0.0499999999999998,0.0800000000000001,0,0,0,0,0,0,0.02,0.04,0.0800000000000001,0.55,0,0,0,0,0,0.02,0.12,0.0600000000000001,0,0,0,0,0,0,0.15,0.02,0,0,0.0500000000000003,0,0,0,0.32,0.26,0.27,0.15,0.68,0.73,0.300000000000001,0.33,0.609999999999999
"ANANTAPUR","BATHALAPALLE",0,0.02,0.43,1.66,0.52,0.01,0.03,0.26,0.26,0.23,0.5,0.0600000000000001,0.0499999999999998,0,0,0.1,0.36,0.0900000000000003,0,0,0,0,0.00999999999999979,0.25,0.0500000000000003,0.00999999999999979,0,0,0,0,0,0.0300000000000002,0.17,0.18,0,0,0,0,0,0.0299999999999998,0.32,0.32,0,0,0,0,0,0,0.04,0.0300000000000002,0,0,0.0600000000000001,0,0,0.00999999999999979,0.22,0.12,0.0500000000000003,0,0.819999999999999,0.0899999999999999,0.0700000000000003,0.0599999999999996,0.24
"ANANTAPUR","BELUGUPPA",0,0.56,2.02,0.99,0.04,0.03,0.03,0.23,0.33,0.43,0.61,0.14,0.11,0.0100000000000002,0,0.47,0.989999999999999,0.04,0,0,0,0,0.0599999999999996,0.21,0.0200000000000005,0,0,0,0,0.00999999999999979,0.15,0.3,0.0700000000000003,0.48,0,0,0,0,0,0.0300000000000002,0.25,0.14,0,0.00999999999999979,0,0,0,0,0.19,0.0199999999999996,0,0.0199999999999996,0.52,0,0,0.0299999999999994,0.38,0.460000000000001,0.33,0.18,1.1,1.16,0.34,0.25,0.859999999999999
"ANANTAPUR","BOMMANAHAL",0,1.39,2.77,1.55,0.0100000000000002,0.02,0.0800000000000001,0.6,1.03,0.99,0.85,0.32,0.45,0.31,0.0199999999999996,0.36,0.43,0.00999999999999979,0,0.0199999999999996,0.0200000000000005,0.00999999999999979,0.100000000000001,0.29,0.26,0,0,0,0.00999999999999979,0.12,0.0800000000000001,0.0800000000000001,0.779999999999999,0.67,0,0.0300000000000002,0,0,0,0.11,0.19,0.24,0,0,0,0,0,0,0.34,0.0800000000000001,0,0.0499999999999989,0.18,0,0.0199999999999996,0.0299999999999994,0.33,1.17,2.55,2.38,1.71,1.77,1.95,0.240000000000002,1.93
"ANANTAPUR","BRAHMASAMUDRAM",0,0.88,0.9,0.01,0,0.03,0.0199999999999999,0.41,0.28,0.34,0.64,0.0800000000000001,0.0899999999999999,0.02,0,0.5,1.19,0.19,0,0,0,0,0.17,0.140000000000001,0.0199999999999996,0,0,0,0,0.15,0.12,0.2,0.18,0.14,0,0,0,0.0300000000000002,0,0.0700000000000003,0.489999999999999,0.12,0,0,0,0,0,0.12,0.14,0.0100000000000007,0,0.0299999999999994,1.03,0,0,0.0499999999999998,0.52,0.23,0.0199999999999996,0.3,2.13,0.82,0.67,0.430000000000001,1.16
"ANANTAPUR","BUKKAPATNAM",0,0.1,0.24,0.91,0.92,0,0.0300000000000002,0.49,0.98,0.76,0.69,0.0600000000000001,0,0,0,0,0,0.0299999999999998,0,0,0,0,0,0.2,0.0600000000000005,0.0500000000000003,0,0,0,0.0200000000000005,0,0.0599999999999996,0.24,0.0299999999999998,0,0,0,0,0,0.0999999999999996,0.26,0.55,0.0200000000000005,0,0,0,0,0.0300000000000002,0.0300000000000002,0.11,0,0,0.14,0,0,0,0.37,0.0899999999999999,0.0300000000000002,0,0.15,0.0599999999999996,0.0699999999999998,0.0300000000000002,0.31
"ANANTAPUR","BUKKARAYASAMUDRAM",0,0.44,0.19,2.09,0.92,0.02,0.17,0.0600000000000001,0.24,0.23,0.52,0.17,0.24,0.0300000000000002,0,0.15,0.66,0.0899999999999999,0,0,0,0.0199999999999996,0.0199999999999996,0.0900000000000007,0.12,0.0199999999999996,0,0,0,0.0200000000000005,0.0200000000000005,0.00999999999999979,0.15,1.08,0,0,0,0,0,0.7,0.41,0.28,0,0,0,0,0,0,0.0699999999999994,0.0600000000000005,0,0.00999999999999979,0.0600000000000005,0.0200000000000005,0,0.0300000000000002,0.350000000000001,0.18,0.14,0.180000000000001,0.609999999999999,0.859999999999999,0.91,0.640000000000001,0.39
"ANANTAPUR","CHENNEKOTHAPALLE",0,0.13,1.75,0.89,0.48,0,0.01,0.47,0.46,0.95,0.61,0.0299999999999998,0,0,0,0,0.0100000000000002,0.02,0,0,0,0,0.0199999999999996,0.17,0.12,0.02,0,0,0,0.0100000000000002,0.00999999999999979,0.0200000000000005,0.28,0.0299999999999998,0.0299999999999998,0,0,0,0,0.0599999999999996,0.449999999999999,0.0600000000000001,0.0499999999999998,0,0,0,0,0.04,0.17,0.0600000000000001,0,0.02,0.0899999999999999,0.02,0,0.0300000000000002,0.14,0.180000000000001,0.0300000000000002,0.119999999999999,0.64,0.0600000000000005,0,0.12,0.25
"ANANTAPUR","CHILAMATHUR",0,0.28,1.12,1.8,0.7,0.01,0.33,0.15,2.03,4.06,1.07,0.0700000000000003,0,0,0.0199999999999996,0.17,0.14,0,0,0,0,0,0,0.140000000000001,0.23,0,0,0,0,0,0.0200000000000005,0.13,0.23,0,0,0,0,0,0,0.109999999999999,0.18,0.0900000000000016,0.00999999999999979,0,0,0,0,0.26,0.370000000000001,0.0499999999999989,0,0,0.0300000000000011,0,0,0,0.0899999999999999,0.11,0.00999999999999979,0.210000000000001,0.550000000000001,0.0999999999999996,0.0299999999999994,0,0.639999999999999
"ANANTAPUR","DHARMAVARAM",0,0.05,0.47,1.31,0.48,0.01,0.01,0.26,0.51,0.52,0.61,0.0600000000000001,0,0,0,0.04,0.0600000000000001,0.0600000000000001,0,0,0,0,0.0100000000000002,0.25,0.12,0.0500000000000003,0,0,0,0.0100000000000002,0,0.0300000000000002,0.19,0.18,0,0,0,0,0,0.0599999999999996,0.4,0.18,0.0499999999999998,0,0,0,0,0.04,0.0500000000000003,0.0600000000000001,0,0.02,0.14,0.02,0,0.0300000000000002,0.22,0.13,0.04,0,0.760000000000001,0.0300000000000002,0.04,0.0700000000000003,0.3
"ANANTAPUR","DHIRCHAL",0,1.39,2.77,0.45,0.01,0.00999999999999979,0.16,1.05,1.02,0.75,0.36,0.14,0.12,0.04,0.02,0.73,0.9,0.0100000000000007,0,0.0199999999999996,0.00999999999999979,0,0.11,0.319999999999999,0.38,0,0,0,0.00999999999999979,0.11,0.0600000000000005,0.2,0.779999999999999,0.209999999999999,0,0.0300000000000002,0,0,0,0.32,0.4,0.15,0,0,0,0,0,0.04,0.43,0.0300000000000002,0,0,0.18,0,0.00999999999999979,0.0300000000000002,0.38,0.890000000000001,0.41,0.67,1.37,1.84,1.71,0.299999999999999,1.28
"ANANTAPUR","GANDLAPENTA",0,0.04,0,0.58,0.79,0.9,0.0599999999999998,0.15,1.29,0.6,0.4,0.00999999999999979,0,0,0,0.0100000000000007,0.23,0.14,0,0,0,0,0,0.02,0.0499999999999998,0,0,0,0,0,0,0.02,0.0699999999999998,0.0299999999999998,0,0,0,0,0,0.29,0.04,0.41,0,0,0,0,0,0,0,0,0,0,0.00999999999999979,0,0,0,0.0300000000000002,0.0300000000000002,0.0100000000000002,0,0.100000000000001,0.04,0.0300000000000002,0,0.24
"ANANTAPUR","GARLADINNE",0,0.44,0.53,2.09,0.47,0.03,0,0.26,0.41,0.29,0.42,0.16,0.36,0,0,0.0300000000000002,0.33,0.12,0,0,0,0,0.00999999999999979,0.0599999999999996,0.100000000000001,0,0,0,0,0.02,0.0199999999999996,0.0100000000000002,0.15,1.01,0,0,0,0,0,0.54,0.0299999999999994,0.04,0,0.00999999999999979,0,0,0,0,0.11,0.0600000000000005,0,0,0.0600000000000005,0,0,0.0300000000000002,0.34,0.23,0.73,1.01,1.5,2.07,2.56,1.01,0.729999999999999
"ANANTAPUR","GOOTY",0,1,0.07,1.31,0.05,0.01,0.23,0.47,0.93,0.56,1.19,0.99,0.95,0.0500000000000007,0.0299999999999998,0.0600000000000001,0.19,0.12,0.0200000000000005,0,0,0.0700000000000003,0.159999999999999,0.0600000000000005,0.2,0.0599999999999996,0,0,0,0.0200000000000005,0.0100000000000007,0.0200000000000005,0.3,3.33,0.0500000000000007,0.0200000000000014,0,0,0,0.0499999999999989,0.00999999999999979,0.140000000000001,0.0399999999999991,0,0,0,0,0,0.200000000000001,0.35,0,0,0.0499999999999998,0.0400000000000009,0,0.25,0.559999999999999,0.430000000000001,0.79,1.31,2.23,3.05,3.88,1.1,0.670000000000002
"ANANTAPUR","GORANTLA",0,0.08,1.35,2.44,1.3,0.0100000000000002,0.33,0.3,2.03,2.26,0.87,0.0599999999999996,0,0,0.00999999999999979,0.17,0.0800000000000001,0,0,0,0,0,0,0.12,0.199999999999999,0,0,0,0,0.00999999999999979,0.0200000000000005,0.13,0.4,0,0,0,0,0,0.0300000000000002,0.15,0.579999999999999,0.43,0.00999999999999979,0,0,0,0,0.26,0.220000000000001,0.25,0,0,0.199999999999999,0.0200000000000014,0,0,0.270000000000001,0.0999999999999996,0.0199999999999996,0.0899999999999999,0.34,0.0600000000000005,0.0300000000000002,0,0.370000000000001
