"Sno","SP_CODE","DISTRICT","MANDAL","VILLAGE","LON","LAT","16-12-19","17-12-19","18-12-19","19-12-19","20-12-19","21-12-19","22-12-19","23-12-19","24-12-19","25-12-19"
14169,201086,"VIZIANAGARAM","KOMARADA","Duggi",83.487136,18.829579,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14170,204034,"VIZIANAGARAM","JIYYAMMAVALASA","Gangammavalasa",83.512828,18.82634,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14171,114020,"SRIKAKULAM","BHAMINI","Kosali",83.862877,18.817253,79.02,80.655,80.845,81.625,77.11625,79.2725,80.8775,74.5275,73.515,74.8
14172,204025,"VIZIANAGARAM","JIYYAMMAVALASA","Pedatolumanda",83.659899,18.822405,78.02875,80.2625,79.4725,80.31875,81.68875,79.525,80.295,75.42,74.7325,73.2225
14173,204010,"VIZIANAGARAM","JIYYAMMAVALASA","Mokasualluwada",83.564272,18.822056,74.92875,75.40125,74.61625,75.385,76.00375,75.245,76.315,70.7975,69.215,70.445
14174,203078,"VIZIANAGARAM","KURUPAM","Neelakantapuram",83.707014,18.82598,78.02875,80.2625,79.4725,80.31875,81.68875,79.525,80.295,75.42,74.7325,73.2225
14175,190923,"SRIKAKULAM","PALASA","PAYAKARAMPURAM",84.472638,18.789142,78.27125,78.35625,80.945,83.0675,81.4,80.74625,82.4975,79.3375,77.11,78.215
14176,132033,"SRIKAKULAM","PALASA","Mamidimettu",84.481031,18.809947,78.27125,78.35625,80.945,83.0675,81.4,80.74625,82.4975,79.3375,77.11,78.215
14177,115001,"SRIKAKULAM","KOTHURU","Kadumu",83.9059,18.816097,79.02,80.655,80.845,81.625,77.11625,79.2725,80.8775,74.5275,73.515,74.8
14178,135057,"SRIKAKULAM","MELIAPUTTI","Gokarnapuram1",84.345441,18.810788,76.825,78.485,79.8375,80.6375,78.28,77.195,78.4025,71.62,73.38,76.0725
14179,204035,"VIZIANAGARAM","JIYYAMMAVALASA","Gavarampeta",83.52793,18.825327,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14180,132007,"SRIKAKULAM","PALASA","Rentikota",84.370145,18.814019,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
14181,204022,"VIZIANAGARAM","JIYYAMMAVALASA","Pedadodija",83.645402,18.825201,74.92875,75.40125,74.61625,75.385,76.00375,75.245,76.315,70.7975,69.215,70.445
14182,204033,"VIZIANAGARAM","JIYYAMMAVALASA","Akkandoravalasa",83.519961,18.828204,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14183,133081,"SRIKAKULAM","MANDASA","Bethalapuram",84.543892,18.806508,78.27125,78.35625,80.945,83.0675,81.4,80.74625,82.4975,79.3375,77.11,78.215
14184,133077,"SRIKAKULAM","MANDASA","Suvarnapuram",84.502233,18.812699,78.27125,78.35625,80.945,83.0675,81.4,80.74625,82.4975,79.3375,77.11,78.215
14185,203076,"VIZIANAGARAM","KURUPAM","Voosakonda",83.68649,18.822887,78.02875,80.2625,79.4725,80.31875,81.68875,79.525,80.295,75.42,74.7325,73.2225
14186,190924,"SRIKAKULAM","SEETHAMPETA","Forest352",83.794289,18.778885,78.12125,80.3275,81,81.82875,81.08125,80.485,81.5875,76.475,75.335,73.6
14187,204036,"VIZIANAGARAM","JIYYAMMAVALASA","Mokhasaharipuram",83.501555,18.826453,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14188,136005,"SRIKAKULAM","PALASA","Raghunadhapuram2",84.441818,18.814948,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
14189,113001,"SRIKAKULAM","SEETHAMPETA","Gudangi",83.757065,18.821953,78.12125,80.3275,81,81.82875,81.08125,80.485,81.5875,76.475,75.335,73.6
14190,115002,"SRIKAKULAM","KOTHURU","Balada1",83.920426,18.810607,79.02,80.655,80.845,81.625,77.11625,79.2725,80.8775,74.5275,73.515,74.8
14191,131021,"SRIKAKULAM","PALASA","Mahadevipuram",84.387317,18.810168,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
14192,132009,"SRIKAKULAM","PALASA","Pedanchala",84.36119,18.802246,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
14193,190925,"SRIKAKULAM","PALASA","GUDARI",84.424192,18.802954,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
14194,204023,"VIZIANAGARAM","JIYYAMMAVALASA","Tamarikandijammu",83.648382,18.811262,74.92875,75.40125,74.61625,75.385,76.00375,75.245,76.315,70.7975,69.215,70.445
14195,295906,"VIZIANAGARAM","KOMARADA","Dangabhadra",83.41788,18.823851,70.18875,73.0525,73.53,73.8975,75.35875,72.515,73.2425,71.2925,74.37,71.2
14196,201087,"VIZIANAGARAM","KOMARADA","Artham",83.460746,18.820281,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14197,203035,"VIZIANAGARAM","KURUPAM","Valasaballeru",83.73983,18.816617,78.02875,80.2625,79.4725,80.31875,81.68875,79.525,80.295,75.42,74.7325,73.2225
14198,201098,"VIZIANAGARAM","KOMARADA","Gunanupuram",83.483346,18.815151,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14199,132032,"SRIKAKULAM","PALASA","Sunnadevi",84.471899,18.808883,78.27125,78.35625,80.945,83.0675,81.4,80.74625,82.4975,79.3375,77.11,78.215
14200,204037,"VIZIANAGARAM","JIYYAMMAVALASA","Basangi",83.507324,18.815658,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14201,203077,"VIZIANAGARAM","KURUPAM","DandusuraNearKurupam",83.701998,18.815,78.02875,80.2625,79.4725,80.31875,81.68875,79.525,80.295,75.42,74.7325,73.2225
14202,110035,"SRIKAKULAM","PALASA","Govindapuram5",84.392422,18.804455,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
14203,190926,"SRIKAKULAM","PATHAPATNAM","HILL1",84.037531,18.789963,77.98125,79.20125,79.64375,79.69875,76.91375,77.62875,78.415,73.94,75.2625,75.2025
14204,204032,"VIZIANAGARAM","JIYYAMMAVALASA","Surapudoravalasa",83.532419,18.820477,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14205,132026,"SRIKAKULAM","PALASA","Rajagopalapuram1",84.444822,18.808546,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
14206,204031,"VIZIANAGARAM","JIYYAMMAVALASA","Rajayyapeta",83.536387,18.819347,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14207,115003,"SRIKAKULAM","KOTHURU","Kousalyapuram",83.936509,18.812054,79.02,80.655,80.845,81.625,77.11625,79.2725,80.8775,74.5275,73.515,74.8
14208,125001,"SRIKAKULAM","PATHAPATNAM","Savarasiddamadugu",84.039701,18.809513,77.98125,79.20125,79.64375,79.69875,76.91375,77.62875,78.415,73.94,75.2625,75.2025
14209,132035,"SRIKAKULAM","PALASA","Gurudasupuram",84.486378,18.804133,78.27125,78.35625,80.945,83.0675,81.4,80.74625,82.4975,79.3375,77.11,78.215
14210,204026,"VIZIANAGARAM","JIYYAMMAVALASA","Alamanda",83.609622,18.808395,74.92875,75.40125,74.61625,75.385,76.00375,75.245,76.315,70.7975,69.215,70.445
14211,114021,"SRIKAKULAM","BHAMINI","Peddadimili",83.865289,18.806076,79.02,80.655,80.845,81.625,77.11625,79.2725,80.8775,74.5275,73.515,74.8
