"DISTRICT","MANDAL","16-12-19","17-12-19","18-12-19","19-12-19","20-12-19","21-12-19","22-12-19","23-12-19","24-12-19","25-12-19"
"ANANTAPUR","AGALI",0.34,0.01,0,0,0,0.00999999999999995,0,0,0,0
"ANANTAPUR","AMADAGUR",7.66,0.0299999999999994,0,0,0,0.0200000000000005,0,0.00999999999999979,0,0
"ANANTAPUR","AMARAPURAM",0.59,0.03,0,0.00999999999999995,0,0,0,0,0,0
"ANANTAPUR","ANANTAPURMANDAL",1.48,0.01,0,0.01,0,0.02,0,0.01,0,0
"ANANTAPUR","ATMAKUR",0.76,0.02,0,0.01,0,0,0,0,0,0
"ANANTAPUR","BATHALAPALLE",1.97,0.02,0,0.01,0,0,0,0,0,0
"ANANTAPUR","BELUGUPPA",0.95,0.04,0,0.01,0,0.02,0,0.00999999999999995,0,0
"ANANTAPUR","BOMMANAHAL",0.57,0.03,0,0,0,0.01,0,0.01,0,0
"ANANTAPUR","BRAHMASAMUDRAM",0.9,0.03,0,0.01,0,0.0099999999999999,0,0.01,0,0
"ANANTAPUR","BUKKAPATNAM",2.29,0.01,0,0,0,0.02,0,0,0,0
"ANANTAPUR","BUKKARAYASAMUDRAM",1.63,0.01,0,0,0,0.01,0,0,0,0
"ANANTAPUR","CHENNEKOTHAPALLE",1.81,0.01,0,0.01,0,0.01,0,0.01,0,0
"ANANTAPUR","CHILAMATHUR",6.84,0.0100000000000002,0,0,0.00999999999999979,0.02,0,0.00999999999999979,0,0
"ANANTAPUR","DHARMAVARAM",2.17,0.02,0,0.01,0,0.01,0,0.01,0,0
"ANANTAPUR","DHIRCHAL",0.32,0.03,0,0,0,0.01,0,0.01,0,0
"ANANTAPUR","GANDLAPENTA",2.62,0.04,0,0.01,0,0.0100000000000002,0,0,0,0
"ANANTAPUR","GARLADINNE",1.35,0.01,0,0,0,0,0,0,0,0
"ANANTAPUR","GOOTY",1.4,0.01,0,0,0,0.02,0,0.01,0,0.0600000000000001
"ANANTAPUR","GORANTLA",3.34,0.0100000000000002,0,0.01,0,0.02,0,0,0,0.02
"ANANTAPUR","GUDIBANDA",0.57,0.03,0,0,0,0,0,0.01,0,0
"ANANTAPUR","GUMMAGATTA",0.66,0.04,0,0.01,0,0.02,0,0,0,0
"ANANTAPUR","GUNTAKAL",1.28,0.01,0,0.01,0,0.02,0,0.01,0,0.05
"ANANTAPUR","HINDUPUR",2.65,0.0100000000000002,0,0,0,0,0,0.0100000000000002,0,0
"ANANTAPUR","KADIRI",2.53,0.02,0,0.01,0,0.0100000000000002,0,0,0,0
"ANANTAPUR","KALYANDURG",0.79,0.05,0,0.01,0,0,0,0.00999999999999995,0,0
"ANANTAPUR","KAMBADUR",1.12,0.05,0,0,0,0,0,0.01,0,0
"ANANTAPUR","KANAGANAPALLE",1.56,0.05,0,0,0,0.01,0,0,0,0
"ANANTAPUR","KANEKAL",0.76,0.01,0,0,0,0.01,0,0,0,0
"ANANTAPUR","KOTHACHERUVU",2.48,0.0100000000000002,0,0.01,0,0.01,0,0.01,0,0
"ANANTAPUR","KUDAIR",1.17,0.01,0,0.01,0,0.02,0,0,0,0
"ANANTAPUR","KUNDURPI",0.74,0.05,0,0,0,0,0,0.01,0,0
