"","Time","2m_temperature(C)","Heat_index(C)","2m_relative_humidity(%)","Rainfall(mm)","mean_sea_level_pressure(mb)","Wind_speed(km/h)","wind_direction"
"1",2019-07-25 17:30:00,26.9935550689697,30.59,87.2,0,1008.9488,12.3611353397369,324.41
"2",2019-07-25 20:30:00,25.1146488189697,25.79,95.85,0.3,1010.6294,9.93246932029724,328.54
"3",2019-07-25 23:30:00,24.7352542877197,25.77,96,0.17,1011.4812,9.80974903106689,290.61
"4",2019-07-26 02:30:00,24.7335453033447,25.77,96.21,0.93,1009.2688,8.92114970684051,324.62
"5",2019-07-26 05:30:00,24.6209964752197,25.63,95.34,1.22,1009.1838,9.0610221862793,1.06
"6",2019-07-26 08:30:00,25.9720706939697,27.97,89.99,0.35,1010.7212,9.20637044906616,308.87
"7",2019-07-26 11:30:00,28.3409671783447,33.57,83.39,1.02,1010.7219,14.2856220245361,269.56
"8",2019-07-26 14:30:00,25.4173831939697,26.61,93.25,11.63,1009.1119,18.4578311920166,324.38
"9",2019-07-26 17:30:00,25.2513675689697,26.16,94.86,2.9,1009.075,13.8655323028564,323.26
"10",2019-07-26 20:30:00,24.8006839752197,25.84,95.82,1.45,1010.9525,11.5224489212036,338.3
"11",2019-07-26 23:30:00,24.5958499908447,25.6,95.34,0.310000000000002,1011.4275,12.0746771335602,314.99
"12",2019-07-27 02:30:00,24.2140140533447,25.2,96.09,0.209999999999997,1008.7675,8.86678047180176,303.67
"13",2019-07-27 05:30:00,23.9432621002197,24.92,96.64,0.0300000000000011,1008.2419,9.74062571525574,335.4
"14",2019-07-27 08:30:00,25.7479496002197,27.46,92.21,0.0599999999999987,1009.9356,9.65420751571655,290.5
"15",2019-07-27 11:30:00,28.0489749908447,32.77,83.38,0.16,1010.7956,13.411171245575,319.61
"16",2019-07-27 14:30:00,29.4586429595947,36.19,80.54,0.16,1008.3381,17.5132069587708,310.28
"17",2019-07-27 17:30:00,28.0389652252197,32.25,80.32,0.100000000000001,1008.2269,17.283244228363,304.66
"18",2019-07-27 20:30:00,25.7801761627197,27.53,91.93,0.260000000000002,1010.6581,11.1079184532166,339.77
"19",2019-07-27 23:30:00,24.6021976470947,25.59,94.69,0.129999999999999,1011.48,12.0810410499573,316.24
"20",2019-07-28 02:30:00,24.3578128814697,25.24,91.65,0.0300000000000011,1009.2356,11.485028886795,7.14
"21",2019-07-28 05:30:00,23.6383304595947,24.46,91.99,0.159999999999997,1009.0812,12.5315294265747,355.15
